pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom3	140001	150000	0.0009435089996243	1035	221	234232	744878
vill	Chrom3	150001	160000	0.0011171870406303	1999	76	68028	1191342
alle	Chrom3	150001	160000	0.0006386571911085	1974	149	233302	1657752
vill	Chrom3	160001	170000	0.0099278598419787	345	289	29110	188240
alle	Chrom3	160001	170000	0.012428414767881	345	1428	114898	211472
alle	Chrom3	170001	180000	0.0075939688854619	2968	1172	154333	3927657
vill	Chrom3	170001	180000	0.010449421895409	3749	432	41342	2677108
alle	Chrom3	180001	190000	0.0026790689297419	3988	1428	533021	3403285
vill	Chrom3	180001	190000	0.0026964960367434	3862	182	67495	2553935
alle	Chrom3	190001	200000	0.0018319466514929	661	264	144109	481197
vill	Chrom3	190001	200000	0.0053499054309646	661	99	18505	397925
vill	Chrom3	200001	210000	0.0029869659666908	1611	99	33144	982416
alle	Chrom3	200001	210000	0.0010883682164112	1604	269	247159	1277793
alle	Chrom3	210001	220000	0.0013538359975966	2292	525	387787	1815447
vill	Chrom3	210001	220000	0.0029928172386272	2317	135	45108	1422162
alle	Chrom3	220001	230000	0.002998570448972	2697	516	172082	2484286
vill	Chrom3	220001	230000	0.0078880812154012	2455	446	56541	1712499
alle	Chrom3	230001	240000	0.0030702963060591	2946	1025	333844	2503210
vill	Chrom3	230001	240000	0.0053602945983047	2373	246	45893	1843477
alle	Chrom3	240001	250000	0.0039128687277857	2357	993	253778	2001486
vill	Chrom3	240001	250000	0.0081022187004754	1914	409	50480	1451440
vill	Chrom3	250001	260000	0.0061408102061217	2495	516	84028	1505462
alle	Chrom3	250001	260000	0.0018982097742522	2448	559	294488	2092270
vill	Chrom3	260001	270000	0.0025978884362789	1659	125	48116	1014694
alle	Chrom3	260001	270000	0.0011915995929318	1678	322	270225	1325677
alle	Chrom3	270001	280000	0.0004942286843951	1905	124	250896	1553126
vill	Chrom3	270001	280000	0.0015445009331359	1896	96	62156	1139254
vill	Chrom3	280001	290000	0.0045427835284545	3232	201	44246	2287384
alle	Chrom3	280001	290000	0.002780077522297	3434	591	212584	3288562
alle	Chrom3	290001	300000	0.0001189891868576	958	16	134466	774640
vill	Chrom3	290001	300000	0.0018336007334402	957	40	21815	583615
alle	Chrom3	300001	310000	0.0063441549564373	8260	10163	1601947	6237555
vill	Chrom3	300001	310000	0.0083729831742909	3664	315	37621	5183189
alle	Chrom3	310001	320000	0.0064564428979128	8768	12298	1904764	6389764
vill	Chrom3	310001	320000	0.0302347393377276	2347	2321	76766	5447074
alle	Chrom3	320001	330000	0.0015157746654904	5134	2086	1376194	3501382
vill	Chrom3	320001	330000	0.0041932778530417	1584	130	31002	3217278
vill	Chrom3	330001	340000	0.0054321388033079	1345	134	24668	923482
alle	Chrom3	330001	340000	0.0051898843949915	1493	778	149907	1273823
alle	Chrom3	340001	350000	0.0017473353136466	690	130	74399	678617
vill	Chrom3	340001	350000	0.0066491544902314	766	162	24364	477116
alle	Chrom3	350001	360000	0.0028368294811145	2834	725	255567	2617435
vill	Chrom3	350001	360000	0.0017727595047182	2802	130	73332	1839978
alle	Chrom3	360001	370000	0.0006880702382099	800	100	145334	694714
vill	Chrom3	360001	370000	0.0010744848229018	880	28	26059	533381
alle	Chrom3	370001	380000	0.0024455013277721	2560	978	399918	2023734
vill	Chrom3	370001	380000	0.0022825685609747	2498	136	59582	1554478
alle	Chrom3	380001	390000	0.0038166539343009	7532	3747	981750	6212580
vill	Chrom3	380001	390000	0.0050791400897708	2097	129	25398	4765752
alle	Chrom3	390001	400000	0.0057004818568744	3366	1338	234717	2970331
vill	Chrom3	390001	400000	0.0053487815714822	3331	313	58518	2075922
alle	Chrom3	400001	410000	0.0031646006301603	1713	688	217405	1423905
vill	Chrom3	400001	410000	0.0005728975394785	1619	39	68075	1024975
alle	Chrom3	410001	420000	0.0065377746719465	2964	421	64395	2927803
vill	Chrom3	410001	420000	0.0009872467965107	3112	195	197519	1795171
alle	Chrom3	420001	430000	0.0038708493854338	3734	211	54510	4002884
vill	Chrom3	420001	430000	0.0011956573724233	3579	150	125454	2576616
alle	Chrom3	430001	440000	0.0017913817360861	4382	438	244504	5152426
vill	Chrom3	430001	440000	0.0005913373919112	4937	61	103156	3490994
alle	Chrom3	440001	450000	0.0134915446430121	4002	2332	172849	4837167
vill	Chrom3	440001	450000	0.0084357142857142	4941	2362	280000	3056480
vill	Chrom3	450001	460000	0.0134676824772671	708	548	40690	511190
alle	Chrom3	450001	460000	0.0080857945357051	642	855	105741	722955
vill	Chrom3	460001	470000	0.003327865010546	1144	71	21335	703165
alle	Chrom3	460001	470000	0.0011102886750555	922	195	175630	912270
vill	Chrom3	470001	480000	0.0128111998943406	1927	194	15143	2666137
alle	Chrom3	470001	480000	0.0095191596724031	4017	3373	354338	3671838
vill	Chrom3	480001	490000	0.0123768324921893	2117	309	24966	1607994
alle	Chrom3	480001	490000	0.0017510882469331	2000	177	101080	2350952
vill	Chrom3	490001	500000	0.0031588257591711	3058	300	94972	1976468
alle	Chrom3	490001	500000	0.0056112780972294	3036	1374	244864	2865584
alle	Chrom3	500001	510000	0.0076751218196876	2968	1594	207684	2936820
vill	Chrom3	500001	510000	0.0030581671660295	2804	296	96790	1997330
vill	Chrom3	510001	520000	0.0027625300469988	2480	154	55746	1609974
alle	Chrom3	510001	520000	0.005796061775747	2623	1422	245339	2255885
alle	Chrom3	520001	530000	0.006836493608772	2601	2257	330140	2140812
vill	Chrom3	520001	530000	0.0019784385736287	2362	167	84410	1561150
alle	Chrom3	530001	540000	0.0110202074391988	2797	3944	357888	2361862
vill	Chrom3	530001	540000	0.011517753697267	2588	1690	146730	1664520
alle	Chrom3	540001	550000	0.0046701335780564	2742	916	196140	2794166
vill	Chrom3	540001	550000	0.0070207169829556	2970	1017	144857	1846573
vill	Chrom3	550001	560000	0.005194904409939	2838	272	52359	2162721
alle	Chrom3	550001	560000	0.0024667837444427	3515	1937	785233	2540903
alle	Chrom3	560001	570000	0.0116823770785807	5915	3257	278796	5466262
vill	Chrom3	560001	570000	0.0083335610262575	3346	305	36599	3789391
alle	Chrom3	570001	580000	0.016216344469104	8154	17770	1095808	6617876
vill	Chrom3	570001	580000	0.0062257885998893	2608	135	21684	5115336
alle	Chrom3	580001	590000	0.00218563656665	1821	460	210465	1536797
vill	Chrom3	580001	590000	0.0051374716553287	1589	145	28224	1135386
vill	Chrom3	590001	600000	0.0061147612790188	1919	349	57075	1194105
alle	Chrom3	590001	600000	0.0031115677959969	1969	645	207291	1671465
alle	Chrom3	600001	610000	0.0007502422961501	1997	257	342556	1553228
vill	Chrom3	600001	610000	0.000898805117902	1954	34	37828	1224692
alle	Chrom3	610001	620000	0.0010900203293816	7272	1193	1094475	5880383
vill	Chrom3	610001	620000	0.0034907658800011	4971	117	33517	4611473
alle	Chrom3	620001	630000	0.0048825204352681	5631	5518	1130154	4250694
vill	Chrom3	620001	630000	0.018769425019425	4017	773	41184	3542256
vill	Chrom3	630001	640000	0.0160944352602024	5275	1178	73193	3759097
alle	Chrom3	630001	640000	0.0044799289329724	5873	6092	1359843	4394675
vill	Chrom3	640001	650000	0.0046581298065506	3209	255	54743	2397217
alle	Chrom3	640001	650000	0.0011239311753639	3818	696	619255	3062577
vill	Chrom3	650001	660000	0.0201619618619368	3080	1937	96072	2643798
alle	Chrom3	650001	660000	0.0090020314018031	4336	9275	1030323	3083831
vill	Chrom3	660001	670000	0.0091357734563186	2052	311	34042	1461578
alle	Chrom3	660001	670000	0.0035859394237872	2370	699	194928	2050876
vill	Chrom3	670001	680000	0.0084776262646459	935	212	25007	622633
alle	Chrom3	670001	680000	0.0052345794757607	1028	804	153594	818894
alle	Chrom3	680001	690000	0.0039914655209951	1073	550	137794	878210
vill	Chrom3	680001	690000	0.0019089282163451	1006	48	25145	651475
alle	Chrom3	690001	700000	0.0027787699553822	2020	918	330362	1580558
vill	Chrom3	690001	700000	0.0007767895288771	2001	40	51494	1221106
alle	Chrom3	700001	710000	0.0014817253868949	1378	234	157924	1147556
vill	Chrom3	700001	710000	0.0	1380	0	62203	807197
alle	Chrom3	710001	720000	0.0022064855098798	1304	425	192614	1042862
vill	Chrom3	710001	720000	0.0003311414920289	1291	7	21139	801641
alle	Chrom3	720001	730000	0.0054315238466218	2673	1241	228481	2316259
vill	Chrom3	720001	730000	0.0027447698744769	1309	82	29875	1664825
alle	Chrom3	730001	740000	0.0037022889548379	771	252	68066	662246
vill	Chrom3	730001	740000	0.0003407348514963	760	12	35218	451142
alle	Chrom3	740001	750000	0.0001040595220466	1774	26	249857	1428347
vill	Chrom3	740001	750000	0.001052927137442	1747	45	42738	1074882
alle	Chrom3	750001	760000	0.0016937056948475	1456	178	105095	1330933
vill	Chrom3	750001	760000	0.0020906043747192	1516	121	57878	898462
vill	Chrom3	760001	770000	0.0025838865960882	721	72	27865	430775
alle	Chrom3	760001	770000	0.0046942251927753	654	361	76903	611785
vill	Chrom3	770001	780000	0.003415787695657	1341	91	26641	825749
alle	Chrom3	770001	780000	0.0017442249428945	1347	365	209262	1070676
vill	Chrom3	780001	790000	0.0019219988788339	1946	96	49948	1381412
alle	Chrom3	780001	790000	0.0004737225400012	2195	134	282866	1866446
alle	Chrom3	790001	800000	0.0061080858037857	2411	1051	172067	2299831
vill	Chrom3	790001	800000	0.0045085046792813	2359	330	73195	1572995
alle	Chrom3	800001	810000	0.0050121749640083	2729	2256	450104	2477766
vill	Chrom3	800001	810000	0.0056079115764979	2098	241	42975	1906875
alle	Chrom3	810001	820000	0.0007444153593634	888	122	163887	682783
vill	Chrom3	810001	820000	0.0	877	0	22993	540857
alle	Chrom3	820001	830000	0.0059431088710077	4358	1797	302367	3983959
vill	Chrom3	820001	830000	0.005698419851434	4253	392	68791	2785739
alle	Chrom3	830001	840000	0.0146433911907781	3059	6189	422648	3602582
vill	Chrom3	830001	840000	0.0054841219846592	3855	1628	296857	2383793
alle	Chrom3	840001	850000	0.0231103873970363	3819	14306	619029	3684325
vill	Chrom3	840001	850000	0.0135893082467348	4482	4114	302738	2563132
alle	Chrom3	850001	860000	0.02177726414026	4014	29038	1333409	3005893
vill	Chrom3	850001	860000	0.0187382796624067	3725	7884	420743	2469067
vill	Chrom3	860001	870000	0.0104915663240932	2661	3426	326548	1488482
alle	Chrom3	860001	870000	0.0135049044328208	2709	10578	783271	1942155
vill	Chrom3	870001	880000	0.0034175284701272	2221	307	89831	1463749
alle	Chrom3	870001	880000	0.0032903032595674	2069	835	253776	2079060
alle	Chrom3	880001	890000	0.0072256416657864	2666	1505	208286	2401728
vill	Chrom3	880001	890000	0.0064548771886786	2503	421	65222	1672948
alle	Chrom3	890001	900000	0.0050942765377562	4507	2514	493495	4048251
vill	Chrom3	890001	900000	0.0076640863602312	4139	798	104122	2920508
alle	Chrom3	900001	910000	0.0035142522452167	1112	729	207441	844511
vill	Chrom3	900001	910000	0.0029289174270586	1017	78	26631	673929
alle	Chrom3	910001	920000	0.001869852749096	1270	272	145466	1058792
vill	Chrom3	910001	920000	0.0066506870125924	1233	197	29621	772369
vill	Chrom3	920001	930000	0.0103969977341389	2313	881	84736	1380014
alle	Chrom3	920001	930000	0.0010225889908069	2242	200	195582	2003868
alle	Chrom3	930001	940000	0.0023246279202143	2130	584	251223	2051341
vill	Chrom3	930001	940000	0.0034342304927721	1056	43	12521	1520899
alle	Chrom3	940001	950000	0.0012011842806212	2814	469	390448	2468364
vill	Chrom3	940001	950000	0.0029702970297029	2702	156	52520	1851340
alle	Chrom3	950001	960000	0.0055529689646949	3214	1467	264183	3007085
vill	Chrom3	950001	960000	0.0048012862161239	3299	436	90809	2087731
alle	Chrom3	960001	970000	0.0024179717153541	1334	344	142268	1243622
vill	Chrom3	960001	970000	0.0040646714201371	1451	179	44038	878912
alle	Chrom3	970001	980000	0.0005454742098853	2471	116	212659	2674533
vill	Chrom3	970001	980000	0.0023182614923572	3005	123	53057	1869703
alle	Chrom3	980001	990000	0.0068118580496931	7711	34558	5073212	2422892
vill	Chrom3	980001	990000	0.0052084038570564	7649	8847	1698601	3293519
vill	Chrom3	990001	1000000	0.0044376443222429	3620	786	177121	2162069
alle	Chrom3	990001	1000000	0.0052889062238814	3679	2373	448675	3063823
alle	Chrom3	1000001	1010000	0.0030769458353981	1949	416	135199	2015059
vill	Chrom3	1000001	1010000	0.0081889763779527	1488	208	25400	1406590
vill	Chrom3	1010001	1020000	0.0021730252744599	5370	729	335477	3475393
alle	Chrom3	1010001	1020000	0.0088689004852146	2742	775	87384	5634970
vill	Chrom3	1020001	1030000	0.0296564966929805	4476	13900	468700	2559710
alle	Chrom3	1020001	1030000	0.0272998583007354	4691	44100	1615393	2932029
vill	Chrom3	1030001	1040000	0.016551724137931	584	48	2900	445660
alle	Chrom3	1030001	1040000	0.0175018698578908	476	351	20055	653497
vill	Chrom3	1040001	1050000	0.005199376342503	3813	1554	298882	2808908
alle	Chrom3	1040001	1050000	0.0147695315474187	4931	30067	2035745	2630873
vill	Chrom3	1050001	1060000	0.0146243877762192	2151	636	43489	3987881
alle	Chrom3	1050001	1060000	0.0126246578439802	6395	29481	2335192	3718262
vill	Chrom3	1060001	1070000	0.0213300239261197	2714	9539	447210	1934820
alle	Chrom3	1060001	1070000	0.0175548012554675	3763	14693	836979	2739847
alle	Chrom3	1070001	1080000	0.0174941456917631	3817	21620	1235842	3023996
vill	Chrom3	1070001	1080000	0.0140271033503875	4295	14221	1013823	1823067
vill	Chrom3	1080001	1090000	0.0092623286227406	9297	22409	2419370	3437740
alle	Chrom3	1080001	1090000	0.0303613614489456	1568	347	11429	8783533
vill	Chrom3	1090001	1100000	0.0091718201693412	9316	15669	1708385	4160695
alle	Chrom3	1090001	1100000	0.0309154577288644	2316	309	9995	8802941
vill	Chrom3	1100001	1110000	0.0037462269290881	4326	942	251453	3814567
alle	Chrom3	1100001	1110000	0.0112419398842028	5754	2596	230921	5874563
alle	Chrom3	1110001	1120000	0.019918569177257	7746	36060	1810371	5542887
vill	Chrom3	1110001	1120000	0.040270383706289	3191	1823	45269	4851721
alle	Chrom3	1120001	1130000	0.0017423078101154	8746	2901	1665033	6608683
vill	Chrom3	1120001	1130000	0.0066132962060563	348	19	2873	5507107
alle	Chrom3	1130001	1140000	0.0080229909610947	2605	3230	402593	2267019
vill	Chrom3	1130001	1140000	0.0041469728386157	2461	322	77647	1700213
alle	Chrom3	1140001	1150000	0.0174127197979526	1683	8039	461674	1155040
vill	Chrom3	1140001	1150000	0.0203362690152121	1661	3810	187350	889320
alle	Chrom3	1150001	1160000	0.0079831443424493	1340	2262	283347	984293
vill	Chrom3	1150001	1160000	0.0198844053237181	1172	375	18859	825341
vill	Chrom3	1160001	1170000	0.0011166175271312	1904	89	79705	1161395
alle	Chrom3	1160001	1170000	0.00142824298245	1944	410	287066	1576554
alle	Chrom3	1170001	1180000	0.0023898246929933	1612	599	250646	1288496
vill	Chrom3	1170001	1180000	0.0022725383144417	1553	82	36083	988927
alle	Chrom3	1180001	1190000	0.0028902966368885	3201	1288	445629	2625087
vill	Chrom3	1180001	1190000	0.0033811061768268	2806	201	59448	1985532
alle	Chrom3	1190001	1200000	0.0025766122030594	1371	460	178529	1126951
vill	Chrom3	1190001	1200000	0.0049714542305471	1368	155	31178	838222
vill	Chrom3	1200001	1210000	0.0053907811585131	2303	267	49529	1897801
alle	Chrom3	1200001	1210000	0.0074471949763869	2922	1435	192690	2731396
alle	Chrom3	1210001	1220000	0.0191541946999862	5612	4185	218490	5442374
vill	Chrom3	1210001	1220000	0.0117893311170622	3671	383	32487	3737433
vill	Chrom3	1220001	1230000	0.0018926218439251	2639	185	97748	1631602
alle	Chrom3	1220001	1230000	0.0028037866639077	2663	542	193310	2403460
alle	Chrom3	1230001	1240000	0.0175945518234677	3698	7916	449912	3074884
vill	Chrom3	1230001	1240000	0.012275585147817	3528	5295	431344	1916036
vill	Chrom3	1240001	1250000	0.003476173541963	2662	391	112480	1671050
alle	Chrom3	1240001	1250000	0.0023986797666564	2744	500	208448	2469678
vill	Chrom3	1250001	1260000	0.00765639589169	2856	451	58905	2117745
alle	Chrom3	1250001	1260000	0.0060435353314373	3404	1547	255976	3012454
vill	Chrom3	1260001	1270000	0.0053955606146841	1942	237	43925	1293565
alle	Chrom3	1260001	1270000	0.0048315979050655	1826	1167	241535	1766823
alle	Chrom3	1270001	1280000	0.0033078460872611	1860	321	97042	1899964
vill	Chrom3	1270001	1280000	0.0087001023541453	1958	306	35172	1294758
alle	Chrom3	1280001	1290000	0.0032345310695699	3898	1056	326477	3429143
vill	Chrom3	1280001	1290000	0.0058674587330184	3741	482	82148	2418952
alle	Chrom3	1290001	1300000	0.0017327734493574	887	274	158128	686650
vill	Chrom3	1290001	1300000	0.0071167302798982	850	179	25152	537438
vill	Chrom3	1300001	1310000	0.0017927347067148	1457	57	31795	1134335
alle	Chrom3	1300001	1310000	0.0013545942749482	1844	197	145431	1605615
alle	Chrom3	1310001	1320000	0.0012701833439454	3125	389	306255	2659455
vill	Chrom3	1310001	1320000	0.0049324802097166	2915	286	57983	1917067
alle	Chrom3	1320001	1330000	0.0032273753977544	2173	783	242612	1894402
vill	Chrom3	1320001	1330000	0.0069561409418581	1877	413	59372	1363798
alle	Chrom3	1330001	1340000	0.0030686430145293	1839	837	272759	1471665
vill	Chrom3	1330001	1340000	0.0085285655569256	1755	498	58392	1103328
alle	Chrom3	1340001	1350000	0.0012265758091993	2400	252	205450	2358210
vill	Chrom3	1340001	1350000	0.0030048076923076	2269	120	39936	1667364
vill	Chrom3	1350001	1360000	0.0110825252325351	1809	392	35371	1462769
alle	Chrom3	1350001	1360000	0.0224081981212638	1956	656	29275	2220313
vill	Chrom3	1360001	1370000	0.0027581801817495	2480	95	34443	1631277
alle	Chrom3	1360001	1370000	0.0019129603060736	1911	264	138006	2363218
alle	Chrom3	1370001	1380000	0.006135364429484	2677	1429	232912	2453728
vill	Chrom3	1370001	1380000	0.006930238383501	2629	332	47906	1741294
vill	Chrom3	1380001	1390000	0.0041402152911951	1113	90	21738	1053042
alle	Chrom3	1380001	1390000	0.0001177244925806	1706	22	186877	1426999
alle	Chrom3	1390001	1400000	0.0058136487067383	4811	4436	763032	3793850
vill	Chrom3	1390001	1400000	0.0037346484403054	1983	156	41771	2992939
alle	Chrom3	1400001	1410000	0.000325900427235	1376	64	196379	1655889
vill	Chrom3	1400001	1410000	0.0024742597174555	1933	124	50116	1183424
vill	Chrom3	1410001	1420000	0.0137053390963649	1845	1763	128636	1049464
alle	Chrom3	1410001	1420000	0.0176265181324203	1784	5174	293535	1475485
vill	Chrom3	1420001	1430000	0.0015420200462606	1989	78	50583	1513707
alle	Chrom3	1420001	1430000	0.003023387134723	1970	257	85004	2263914
vill	Chrom3	1430001	1440000	0.0072327986808574	1130	193	26684	769636
alle	Chrom3	1430001	1440000	0.0041252880155352	1231	410	99387	1096357
vill	Chrom3	1440001	1450000	0.0027702252090494	1986	108	38986	1222274
alle	Chrom3	1440001	1450000	0.0009542344152175	1825	228	238935	1654957
vill	Chrom3	1450001	1460000	0.0021881458069221	2451	126	57583	1497257
alle	Chrom3	1450001	1460000	0.002144968636593	2467	714	332872	2001856
vill	Chrom3	1460001	1470000	0.0015742664243053	2088	97	61616	1265164
alle	Chrom3	1460001	1470000	0.000720849893842	2105	183	253867	1738409
alle	Chrom3	1470001	1480000	0.0013224120796332	2032	330	249544	2902528
vill	Chrom3	1470001	1480000	0.0011098986168238	3286	119	107217	1991943
vill	Chrom3	1480001	1490000	0.0099548118652409	2582	2225	223510	1423940
alle	Chrom3	1480001	1490000	0.0304255226670143	2575	17500	575175	1898615
vill	Chrom3	1490001	1500000	0.0081088510170423	2442	295	36380	2544730
alle	Chrom3	1490001	1500000	0.0062919414302827	3728	541	85983	3789779
alle	Chrom3	1500001	1510000	0.0028338144914188	2260	160	56461	3131559
vill	Chrom3	1500001	1510000	0.0035754891987313	2377	239	66844	2056256
alle	Chrom3	1510001	1520000	0.0032618720896227	3555	580	177812	3341308
vill	Chrom3	1510001	1520000	0.0060797078984533	3304	353	58062	2285538
vill	Chrom3	1520001	1530000	0.0055873686551398	1956	201	35974	1474766
alle	Chrom3	1520001	1530000	0.0024574484424524	2046	704	286476	1982032
alle	Chrom3	1530001	1540000	0.0092876365270894	2812	1591	171303	2491687
vill	Chrom3	1530001	1540000	0.0025482845814024	2538	259	101637	1671813
alle	Chrom3	1540001	1550000	0.0017069096116132	1383	329	192746	1172332
vill	Chrom3	1540001	1550000	0.0059532895741108	1322	234	39306	869784
vill	Chrom3	1550001	1560000	0.0019348812383239	1289	87	44964	783486
alle	Chrom3	1550001	1560000	0.0017913323598922	1308	476	265724	978266
alle	Chrom3	1560001	1570000	0.0149110589224048	1732	4400	295083	2347095
vill	Chrom3	1560001	1570000	0.0018415220393785	2307	172	93401	1666189
alle	Chrom3	1570001	1580000	0.0017103453714702	1340	347	202883	1078947
vill	Chrom3	1570001	1580000	0.0032470003297734	1341	128	39421	814229
alle	Chrom3	1580001	1590000	0.0001349628852065	1292	36	266740	986710
vill	Chrom3	1580001	1590000	0.002108116247553	1295	70	33205	801545
alle	Chrom3	1590001	1600000	0.0009466982232741	2034	142	149995	1811063
vill	Chrom3	1590001	1600000	0.0020997690254072	1854	140	66674	1239316
alle	Chrom3	1600001	1610000	0.0014494597293056	2861	376	259407	2462235
vill	Chrom3	1600001	1610000	0.0042074881092727	2710	207	49198	1763312
alle	Chrom3	1610001	1620000	0.0028596858466153	1899	694	242684	1795000
vill	Chrom3	1610001	1620000	0.0054511714219438	1735	235	43110	1313910
alle	Chrom3	1620001	1630000	0.0012041640770665	1437	217	180208	1216088
vill	Chrom3	1620001	1630000	0.0038612631366887	1444	115	29783	900097
vill	Chrom3	1630001	1640000	0.0035532641259666	1190	102	28706	839434
alle	Chrom3	1630001	1640000	0.0032900129452399	1372	582	176899	1126689
vill	Chrom3	1640001	1650000	0.0103618680913564	6339	14166	1367128	2841272
alle	Chrom3	1640001	1650000	0.0137337668571867	6675	51498	3749736	2569544
alle	Chrom3	1650001	1660000	0.00227258333116	1496	610	268417	1156259
vill	Chrom3	1650001	1660000	0.0030481395837712	1423	145	47570	901210
alle	Chrom3	1660001	1670000	0.0067489972008876	1203	2862	424063	845469
vill	Chrom3	1660001	1670000	0.0101298207402029	1270	1172	115698	729762
alle	Chrom3	1670001	1680000	0.0004578676206288	3291	107	233692	3040414
vill	Chrom3	1670001	1680000	0.0025202050925523	3189	145	57535	2122895
vill	Chrom3	1680001	1690000	0.0079450711132908	3710	810	101950	2267480
alle	Chrom3	1680001	1690000	0.003606611582129	3694	2007	556478	3001428
vill	Chrom3	1690001	1700000	0.0023340012751616	3830	205	87832	3009878
alle	Chrom3	1690001	1700000	0.0024448362517468	4816	789	322721	4328761
alle	Chrom3	1700001	1710000	0.0010311605742771	1173	169	163893	951441
vill	Chrom3	1700001	1710000	0.0007361963190184	1149	24	32600	710170
alle	Chrom3	1710001	1720000	0.0057927347831369	2518	2384	411550	1972370
vill	Chrom3	1710001	1720000	0.0038328620797989	1530	183	47745	1539855
alle	Chrom3	1720001	1730000	0.0117912003107677	4778	15875	1346343	3192565
vill	Chrom3	1720001	1730000	0.0106943983478998	3130	870	81351	2941389
vill	Chrom3	1730001	1740000	0.0286459470077262	2132	2625	91636	1323974
alle	Chrom3	1730001	1740000	0.0181396187300013	2193	17710	976316	1149346
vill	Chrom3	1740001	1750000	0.0018719580681392	792	10	5342	608908
alle	Chrom3	1740001	1750000	0.0074924536438119	572	278	37104	885246
alle	Chrom3	1750001	1760000	0.0016872143692209	1341	381	225816	1042770
vill	Chrom3	1750001	1760000	0.0006258344459279	1314	15	23968	820862
alle	Chrom3	1760001	1770000	0.0001360002331432	1205	28	205882	934048
vill	Chrom3	1760001	1770000	0.0033722073907545	1202	72	21351	737799
vill	Chrom3	1770001	1780000	0.0031256322071616	5034	309	98860	3338420
alle	Chrom3	1770001	1780000	0.005879214720236	5049	1642	279289	4882087
vill	Chrom3	1780001	1790000	0.0030185881480696	1657	114	37766	1009294
alle	Chrom3	1780001	1790000	0.0005919671846877	1662	198	334478	1237774
vill	Chrom3	1790001	1800000	0.0051346334643106	2017	213	41483	1300417
alle	Chrom3	1790001	1800000	0.005458341368526	2129	1953	357801	1657179
alle	Chrom3	1800001	1810000	0.0027361826254141	2613	787	287627	2243869
vill	Chrom3	1800001	1810000	0.0036462262456442	2546	203	55674	1630206
alle	Chrom3	1810001	1820000	0.0043250566686641	2410	498	115143	2169447
vill	Chrom3	1810001	1820000	0.0008942082817443	1733	91	101766	1419684
alle	Chrom3	1820001	1830000	0.0006098336882693	3444	254	416507	2978687
vill	Chrom3	1820001	1830000	0.0016788518819388	3312	93	55395	2205675
alle	Chrom3	1830001	1840000	0.0047172457118497	2379	1682	356564	1922350
vill	Chrom3	1830001	1840000	0.0096419686998142	2215	1531	158785	1358885
alle	Chrom3	1840001	1850000	0.0	559	0	63487	465327
vill	Chrom3	1840001	1850000	0.0027257539787215	554	31	11373	340797
alle	Chrom3	1850001	1860000	0.0034431560441962	2191	1134	329349	1754689
vill	Chrom3	1850001	1860000	0.0030579989004947	2082	178	58208	1329682
vill	Chrom3	1860001	1870000	0.0307366275751744	2607	24613	800771	871249
alle	Chrom3	1860001	1870000	0.0337657697889918	2654	60488	1791400	719284
alle	Chrom3	1870001	1880000	0.0027823904121381	3092	501	180061	2805515
vill	Chrom3	1870001	1880000	0.0050119215609945	3035	206	41102	1947178
alle	Chrom3	1880001	1890000	0.00089231757063	2780	189	211808	2425640
vill	Chrom3	1880001	1890000	0.0008943043988597	2755	80	89455	1666985
alle	Chrom3	1890001	1900000	0.0044540810325695	1699	871	195551	1412649
