pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom7	240001	250000	0.003431862130517	1538	646	188236	2504564
alle	vill	Chrom7	250001	260000	0.0003543083900226	705	40	112896	1010160
alle	vill	Chrom7	260001	270000	0.0113355780022446	2211	1818	160380	3875652
alle	vill	Chrom7	270001	280000	0.0070443595281608	2239	1696	240760	3448376
alle	vill	Chrom7	280001	290000	0.0034905404759248	2200	876	250964	3476188
alle	vill	Chrom7	290001	300000	0.002852199045464	2194	600	210364	3301364
alle	vill	Chrom7	300001	310000	0.0036485153938862	1633	666	182540	2480164
alle	vill	Chrom7	310001	320000	0.0047663311116824	2234	964	202252	4218692
alle	vill	Chrom7	320001	330000	0.0080016413623307	576	390	48740	1603372
alle	vill	Chrom7	330001	340000	0.0056655263105855	2015	1146	202276	4066604
alle	vill	Chrom7	340001	350000	0.0341828898758872	2521	13176	385456	6541376
alle	vill	Chrom7	350001	360000	0.0181320205241991	2517	5230	288440	6735016
alle	vill	Chrom7	360001	370000	0.0041562608235958	2455	912	219428	3683548
alle	vill	Chrom7	370001	380000	0.0050872895009821	2366	922	181236	4192188
alle	vill	Chrom7	380001	390000	0.0271302439212701	2713	19678	725316	3694044
alle	vill	Chrom7	390001	400000	0.0053387590428491	1783	1228	230016	2785920
alle	vill	Chrom7	400001	410000	0.0010291863040145	3330	290	281776	5110160
alle	vill	Chrom7	410001	420000	0.0031747260830849	2177	656	206632	3355784
alle	vill	Chrom7	420001	430000	0.0339807583474816	3047	30022	883500	5032740
alle	vill	Chrom7	430001	440000	0.0032183512873405	2612	674	209424	4312896
alle	vill	Chrom7	440001	450000	0.0018794713229052	730	186	98964	1057356
alle	vill	Chrom7	450001	460000	0.0047102431968176	1692	1042	221220	2487420
alle	vill	Chrom7	460001	470000	0.004542351022266	2049	958	210904	3267560
alle	vill	Chrom7	470001	480000	0.0059268472218696	1250	934	157588	1831916
alle	vill	Chrom7	480001	490000	0.0017881978939002	1550	360	201320	2271304
alle	vill	Chrom7	490001	500000	0.0043066729768102	2611	728	169040	4939360
alle	vill	Chrom7	500001	510000	0.0079055399747998	2550	778	98412	5621412
alle	vill	Chrom7	510001	520000	0.0137189103829451	1967	1668	121584	5042256
alle	vill	Chrom7	520001	530000	0.003386078010028	1969	208	61428	5851644
alle	vill	Chrom7	530001	540000	0.0115853658536585	379	76	6560	915328
alle	vill	Chrom7	540001	550000	0.0079505300353356	1787	450	56600	5525416
alle	vill	Chrom7	550001	560000	0.0147821274612606	2649	2030	137328	9833952
alle	vill	Chrom7	560001	570000	0.0111802064038105	827	338	30232	8886104
alle	vill	Chrom7	570001	580000	0.0106935107457591	3243	1228	114836	8532220
alle	vill	Chrom7	580001	590000	0.0099123904881101	2969	792	79900	8408756
alle	vill	Chrom7	590001	600000	0.0043749073112857	1826	236	53944	5985848
alle	vill	Chrom7	600001	610000	0.0101777305180009	1397	536	52664	3319672
alle	vill	Chrom7	610001	620000	0.0067120971460777	2412	524	78068	7794412
alle	vill	Chrom7	620001	630000	0.0006401024163866	1079	16	24996	4529004
alle	vill	Chrom7	630001	640000	0.0084058987396022	2659	1726	205332	10207884
alle	vill	Chrom7	640001	650000	0.0080332807344713	1933	896	111536	13216240
alle	vill	Chrom7	650001	660000	0.0121050585818202	3023	1744	144072	11206872
alle	vill	Chrom7	660001	670000	0.013923922913934	3354	1656	118932	10471692
alle	vill	Chrom7	670001	680000	0.0033648381886702	3200	450	133736	6679048
alle	vill	Chrom7	680001	690000	0.0046750459840588	671	122	26096	1716304
alle	vill	Chrom7	690001	700000	0.0119995102240724	2656	1568	130672	8163152
alle	vill	Chrom7	700001	710000	0.0086623982385491	2100	1196	138068	10997452
alle	vill	Chrom7	710001	720000	0.0123548181238034	3888	3872	313400	7734904
alle	vill	Chrom7	720001	730000	0.0105654719809906	2346	1494	141404	9878980
alle	vill	Chrom7	730001	740000	0.0039460409411917	2365	970	245816	4970296
alle	vill	Chrom7	740001	750000	0.008270224786633	1437	1376	166380	7479588
alle	vill	Chrom7	750001	760000	0.0089277402297566	2557	1918	214836	4332828
alle	vill	Chrom7	760001	770000	0.0063162535702647	2567	1318	208668	6261972
alle	vill	Chrom7	770001	780000	0.0171915775214645	3003	3452	200796	6988980
alle	vill	Chrom7	780001	790000	0.0089804817275747	2328	2076	231168	4881984
alle	vill	Chrom7	790001	800000	0.0184146006383023	3852	6970	378504	7172424
alle	vill	Chrom7	800001	810000	0.0035775318224649	2163	896	250452	3178908
alle	vill	Chrom7	810001	820000	0.0081087158155091	2124	1154	142316	3396340
alle	vill	Chrom7	820001	830000	0.0036406672678088	2146	646	177440	3345376
alle	vill	Chrom7	830001	840000	0.0048732360679263	2022	978	200688	3068688
alle	vill	Chrom7	840001	850000	0.0027103096007505	2421	312	115116	5636388
alle	vill	Chrom7	850001	860000	0.0047356638539693	1454	550	116140	3671204
alle	vill	Chrom7	860001	870000	0.0019393651547534	2135	490	252660	3140268
alle	vill	Chrom7	870001	880000	0.0045144186279168	1950	722	159932	4533460
alle	vill	Chrom7	880001	890000	0.0034262517922648	1944	736	214812	3084660
alle	vill	Chrom7	890001	900000	0.0014646092774594	2251	366	249896	3900184
alle	vill	Chrom7	900001	910000	0.0022039865820187	1397	318	144284	2228548
alle	vill	Chrom7	910001	920000	0.0046030026889752	2427	986	214208	4075264
alle	vill	Chrom7	920001	930000	0.0406188519276408	2940	28822	709572	4836012
alle	vill	Chrom7	930001	940000	0.0078000617826675	5092	2626	336664	8448200
alle	vill	Chrom7	940001	950000	0.0071782677942528	1709	1280	178316	3113236
alle	vill	Chrom7	950001	960000	0.0113301465092996	3465	3214	283668	5442492
alle	vill	Chrom7	960001	970000	0.0029195885290185	1139	428	146596	1828652
alle	vill	Chrom7	970001	980000	0.0049137366237169	1466	630	128212	2293724
alle	vill	Chrom7	980001	990000	0.0063068421183059	1520	1018	161412	2281116
alle	vill	Chrom7	990001	1000000	0.0060783708731872	711	394	64820	1761532
alle	vill	Chrom7	1000001	1010000	0.0063199186401278	870	522	82596	9134700
alle	vill	Chrom7	1010001	1020000	0.0218868539247399	1619	3762	171884	5031556
alle	vill	Chrom7	1020001	1030000	0.0106146535867565	2132	554	52192	6399440
alle	vill	Chrom7	1030001	1040000	0.0218098357630559	3144	7564	346816	11463488
alle	vill	Chrom7	1040001	1050000	0.0102076528231451	986	1400	137152	2630096
alle	vill	Chrom7	1050001	1060000	0.0181679386917389	3763	46314	2549216	6641152
alle	vill	Chrom7	1060001	1070000	0.0245499050960619	3598	36888	1502572	7236356
alle	vill	Chrom7	1070001	1080000	0.0130318556471374	701	234	17956	1917692
alle	vill	Chrom7	1080001	1090000	0.0037735849056603	491	20	5300	2918764
alle	vill	Chrom7	1090001	1100000	0.0129240237380027	1572	3528	272980	5557724
alle	vill	Chrom7	1100001	1110000	0.012245516107397	2207	2264	184884	6372876
alle	vill	Chrom7	1110001	1120000	0.0330428571428571	2870	18504	560000	6607600
alle	vill	Chrom7	1120001	1130000	0.0069873866189906	2783	1704	243868	4283204
alle	vill	Chrom7	1130001	1140000	0.0050114512276208	1141	814	162428	1675012
alle	vill	Chrom7	1140001	1150000	0.0009049637260373	1972	240	265204	2902796
alle	vill	Chrom7	1150001	1160000	0.0013481183306117	2824	426	315996	4250676
alle	vill	Chrom7	1160001	1170000	0.005777686880049	1759	1130	195580	2627108
alle	vill	Chrom7	1170001	1180000	0.0050084932054356	1270	802	160128	1857888
alle	vill	Chrom7	1180001	1190000	0.0068362696415209	1272	804	117608	2294824
alle	vill	Chrom7	1190001	1200000	0.0094533882441033	1978	2020	213680	3106384
alle	vill	Chrom7	1200001	1210000	0.0116248641249647	2035	2310	198712	3716936
alle	vill	Chrom7	1210001	1220000	0.0044658450177136	2119	716	160328	5217352
alle	vill	Chrom7	1220001	1230000	0.0028787608590426	1359	452	157012	2345708
alle	vill	Chrom7	1230001	1240000	0.0067237645205749	2249	1366	203160	3596856
alle	vill	Chrom7	1240001	1250000	0.0084527075078736	2532	1664	196860	4591572
alle	vill	Chrom7	1250001	1260000	0.0050859627428297	902	510	100276	1927244
alle	vill	Chrom7	1260001	1270000	0.0039180765805877	2915	1232	314440	4367864
alle	vill	Chrom7	1270001	1280000	0.0008591349172256	940	104	121052	1412260
alle	vill	Chrom7	1280001	1290000	0.0099943968831033	2753	3068	306972	4104468
alle	vill	Chrom7	1290001	1300000	0.0149932614555256	2277	3204	213696	5143392
alle	vill	Chrom7	1300001	1310000	0.0046627083962295	1079	556	119244	1600980
alle	vill	Chrom7	1310001	1320000	0.0089760739367038	3370	2362	263144	5988904
alle	vill	Chrom7	1320001	1330000	0.0190058692454451	3007	10440	549304	4348424
alle	vill	Chrom7	1330001	1340000	0.0084725784213571	4799	4744	559924	7233356
alle	vill	Chrom7	1340001	1350000	0.0169532225530688	2424	2118	124932	8251260
alle	vill	Chrom7	1350001	1360000	0.0120418848167539	1162	506	42020	3442780
alle	vill	Chrom7	1360001	1370000	0.0049297329114855	1341	268	54364	3287876
alle	vill	Chrom7	1370001	1380000	0.0070363030686183	6057	4630	658016	9422560
alle	vill	Chrom7	1380001	1390000	0.0030817684609783	2469	728	236228	3999388
alle	vill	Chrom7	1390001	1400000	0.0100206802629587	1675	2384	237908	2431132
alle	vill	Chrom7	1400001	1410000	0.0030896907048407	2874	758	245332	5586956
alle	vill	Chrom7	1410001	1420000	0.0026807405545782	1974	640	238740	3236556
alle	vill	Chrom7	1420001	1430000	0.0095871870065418	1823	1700	177320	2740408
alle	vill	Chrom7	1430001	1440000	0.003832520374466	1753	506	132028	3873908
alle	vill	Chrom7	1440001	1450000	0.0048490593554032	2659	1064	219424	5322992
alle	vill	Chrom7	1450001	1460000	0.013789172945687	1825	3726	270212	2650684
alle	vill	Chrom7	1460001	1470000	0.0138249979536711	5215	6756	488680	7854248
alle	vill	Chrom7	1470001	1480000	0.0030633290197347	2344	606	197824	3695648
alle	vill	Chrom7	1480001	1490000	0.0096069243518651	1753	1878	195484	2909156
alle	vill	Chrom7	1490001	1500000	0.0040615717872556	2656	990	243748	4224716
alle	vill	Chrom7	1500001	1510000	0.0044663741061682	2293	802	179564	3631540
alle	vill	Chrom7	1510001	1520000	0.0051175328430967	4285	1982	387296	6672592
alle	vill	Chrom7	1520001	1530000	0.0090962235472933	2620	1556	171060	4305324
alle	vill	Chrom7	1530001	1540000	0.0104109685729914	2751	2360	226684	4282964
alle	vill	Chrom7	1540001	1550000	0.0024706457925636	1640	404	163520	2477008
alle	vill	Chrom7	1550001	1560000	0.0086821015138023	1386	1248	143744	2160976
alle	vill	Chrom7	1560001	1570000	0.0053342678036054	2196	1096	205464	3330024
alle	vill	Chrom7	1570001	1580000	0.0045149871351546	2447	1102	244076	3879076
alle	vill	Chrom7	1580001	1590000	0.0065108353160568	2558	810	124408	5278616
alle	vill	Chrom7	1590001	1600000	0.0137056652222757	3194	1708	124620	8310180
alle	vill	Chrom7	1600001	1610000	0.0073115538305094	3578	2042	279284	6704572
alle	vill	Chrom7	1610001	1620000	0.0074491061072671	3820	1490	200024	6775912
alle	vill	Chrom7	1620001	1630000	0.0040627182124039	2308	512	126024	4576872
alle	vill	Chrom7	1630001	1640000	0.0073660589842225	3080	2114	286992	5397984
alle	vill	Chrom7	1640001	1650000	0.0036742621440871	2234	734	199768	3695288
alle	vill	Chrom7	1650001	1660000	0.0067798963346908	1515	586	86432	3933760
alle	vill	Chrom7	1660001	1670000	0.0034764363441877	2176	676	194452	3596060
alle	vill	Chrom7	1670001	1680000	0.0091868559030916	1506	1626	176992	2260784
alle	vill	Chrom7	1680001	1690000	0.0030179006986646	756	292	96756	1214796
alle	vill	Chrom7	1690001	1700000	0.0084204347924238	2077	1492	177188	3776476
alle	vill	Chrom7	1700001	1710000	0.0050760719225449	2159	1468	289200	3146496
alle	vill	Chrom7	1710001	1720000	0.0061363410513763	1124	494	80504	1977112
alle	vill	Chrom7	1720001	1730000	0.001883495145631	1099	194	103000	3704936
alle	vill	Chrom7	1730001	1740000	0.0151818068224415	524	972	64024	10662824
alle	vill	Chrom7	1740001	1750000	0.0031751563377282	2195	656	206604	4298292
alle	vill	Chrom7	1750001	1760000	0.0069960748095128	966	606	86620	5668052
alle	vill	Chrom7	1760001	1770000	0.0057062197795597	1656	760	133188	2765532
alle	vill	Chrom7	1770001	1780000	0.0024516196338219	516	188	76684	897476
alle	vill	Chrom7	1780001	1790000	0.0047718497292309	1867	786	164716	3137924
alle	vill	Chrom7	1790001	1800000	0.0048553539335613	1021	670	137992	1564808
alle	vill	Chrom7	1800001	1810000	0.0021109965192729	1916	262	124112	3262480
alle	vill	Chrom7	1810001	1820000	0.0033684410285605	1225	568	168624	1809792
alle	vill	Chrom7	1820001	1830000	0.0083593336080532	3186	1704	203844	6388764
alle	vill	Chrom7	1830001	1840000	0.0112666439057698	323	264	23432	1850440
alle	vill	Chrom7	1840001	1850000	0.0071904559356707	3068	1420	197484	7122180
alle	vill	Chrom7	1850001	1860000	0.0068812556869881	1891	968	140672	3318784
alle	vill	Chrom7	1860001	1870000	0.0694950841999234	1107	39188	563896	11585384
alle	vill	Chrom7	1870001	1880000	0.0472943722943722	372	874	18480	15088128
alle	vill	Chrom7	1880001	1890000	0.0131377025863682	1879	4212	320604	12254772
alle	vill	Chrom7	1890001	1900000	0.0028552233792408	1116	340	119080	2716280
alle	vill	Chrom7	1900001	1910000	0.0051659013479484	2301	1116	216032	3748720
alle	vill	Chrom7	1910001	1920000	0.0016060434821402	1995	432	268984	2906936
alle	vill	Chrom7	1920001	1930000	0.0029394729220967	1925	406	138120	3196200
alle	vill	Chrom7	1930001	1940000	0.0018008142812402	1077	184	102176	1654480
alle	vill	Chrom7	1940001	1950000	0.0029865277339227	1397	454	152016	2580384
alle	vill	Chrom7	1950001	1960000	0.0102683353800329	2556	1572	153092	5365564
alle	vill	Chrom7	1960001	1970000	0.0076764554353426	1861	1490	194100	3040428
alle	vill	Chrom7	1970001	1980000	0.0201092990581785	2292	31660	1574396	2135332
alle	vill	Chrom7	1980001	1990000	0.0169321533923303	346	4018	237300	413724
alle	vill	Chrom7	1990001	2000000	0.0247903901967107	361	1230	49616	756640
alle	vill	Chrom7	2000001	2010000	0.0055917595122976	817	532	95140	1282940
alle	vill	Chrom7	2010001	2020000	0.0033308722354599	2499	794	238376	3894280
alle	vill	Chrom7	2020001	2030000	0.0034971872950866	3694	1216	347708	5986708
alle	vill	Chrom7	2030001	2040000	0.008234966187556	3327	2718	330056	5261464
alle	vill	Chrom7	2040001	2050000	0.0067750287686996	1152	942	139040	2208448
alle	vill	Chrom7	2050001	2060000	0.0039026740544447	2975	648	166040	6345784
alle	vill	Chrom7	2060001	2070000	0.0075774997700303	2266	1318	173936	4155136
alle	vill	Chrom7	2070001	2080000	0.0044353513933275	1841	594	133924	3930620
alle	vill	Chrom7	2080001	2090000	0.0065430494862406	2009	1108	169340	3823924
alle	vill	Chrom7	2090001	2100000	0.0191414084787781	2296	6146	321084	3781476
alle	vill	Chrom7	2100001	2110000	0.0025312997219588	1969	630	248884	2889020
alle	vill	Chrom7	2110001	2120000	0.0040042406269251	3210	1118	279204	5169756
alle	vill	Chrom7	2120001	2130000	0.0090173268088511	1585	1172	129972	2949324
alle	vill	Chrom7	2130001	2140000	0.0058379761682616	3241	876	150052	7270988
alle	vill	Chrom7	2140001	2150000	0.0026602279890172	2988	996	374404	4689644
alle	vill	Chrom7	2150001	2160000	0.0031226974492123	2229	712	228008	3370840
alle	vill	Chrom7	2160001	2170000	0.007528199484781	2714	1204	159932	5070436
alle	vill	Chrom7	2170001	2180000	0.0179943732180283	1203	3812	211844	8873980
alle	vill	Chrom7	2180001	2190000	0.0069609004739336	850	752	108032	1251040
alle	vill	Chrom7	2190001	2200000	0.0077384157905827	1008	1322	170836	5474540
alle	vill	Chrom7	2200001	2210000	0.0261755039722588	1762	16184	618288	2310528
alle	vill	Chrom7	2210001	2220000	0.0011884550084889	256	28	23560	470648
alle	vill	Chrom7	2220001	2230000	0.0011307953260459	286	12	10612	1953548
alle	vill	Chrom7	2230001	2240000	0.0870879331984324	346	13600	156164	947884
alle	vill	Chrom7	2240001	2250000	0.0	110	0	440	948376
alle	vill	Chrom7	2250001	2260000	0.0	104	0	752	643936
alle	vill	Chrom7	2260001	2270000	0.0144542090656799	223	250	17296	383456
alle	vill	Chrom7	2270001	2280000	NA	0	0	0	31680
alle	vill	Chrom7	2280001	2290000	0.0	138	0	9192	307608
alle	vill	Chrom7	2290001	2300000	0.0	53	0	3164	80788
alle	vill	Chrom7	2300001	2310000	0.0	163	0	4056	342840
alle	vill	Chrom7	2310001	2320000	NA	0	0	0	415008
alle	vill	Chrom7	2320001	2330000	0.0703476176206173	311	1878	26696	1001320
alle	vill	Chrom7	2330001	2340000	0.0738286455144596	409	8200	111068	1580644
alle	vill	Chrom7	2340001	2350000	0.0	12	0	480	675888
alle	vill	Chrom7	2350001	2360000	NA	0	0	0	527472
alle	vill	Chrom7	2360001	2370000	0.0223214285714285	44	40	1792	94832
alle	vill	Chrom7	2370001	2380000	NA	0	NA	NA	NA
alle	vill	Chrom7	2380001	2390000	0.0060298317994287	241	76	12604	575060
alle	vill	Chrom7	2390001	2400000	NA	0	NA	NA	NA
alle	vill	Chrom7	2400001	2410000	0.0	61	0	892	121076
alle	vill	Chrom7	2410001	2420000	0.0080469256617343	5083	3822	474964	9371180
alle	vill	Chrom7	2420001	2430000	0.0129098212347108	4733	2854	221072	14793664
alle	vill	Chrom7	2430001	2440000	0.0036792722423318	3838	618	167968	8045072
alle	vill	Chrom7	2440001	2450000	0.0131002946288327	3316	5638	430372	6344396
alle	vill	Chrom7	2450001	2460000	0.0035808299783214	1964	740	206656	2962928
alle	vill	Chrom7	2460001	2470000	0.0043111256022896	2675	952	220824	4523256
alle	vill	Chrom7	2470001	2480000	0.0120618906980998	1642	1846	153044	2582524
alle	vill	Chrom7	2480001	2490000	0.0076341127922971	3080	2664	348960	4805376
alle	vill	Chrom7	2490001	2500000	0.0036409337054355	2721	788	216428	4278964
alle	vill	Chrom7	2500001	2510000	0.0071110227950151	2486	2004	281816	3741544
alle	vill	Chrom7	2510001	2520000	0.0036399569709553	1770	582	159892	3263132
alle	vill	Chrom7	2520001	2530000	0.0139938528295064	908	1548	110620	1345076
alle	vill	Chrom7	2530001	2540000	0.0030098157956579	2599	666	221276	4408756
alle	vill	Chrom7	2540001	2550000	0.0027440992897625	1359	306	111512	2196376
alle	vill	Chrom7	2550001	2560000	0.0031915742439958	1433	480	150396	2212932
alle	vill	Chrom7	2560001	2570000	0.0019060337501517	1830	314	164740	3034940
alle	vill	Chrom7	2570001	2580000	0.0063341928015154	4655	1926	304064	7935904
alle	vill	Chrom7	2580001	2590000	0.0074114066948071	2224	1510	203740	4286900
alle	vill	Chrom7	2590001	2600000	0.0048054731289152	2404	1166	242640	4753296
alle	vill	Chrom7	2600001	2610000	0.0017769880053309	1817	368	207092	2773996
alle	vill	Chrom7	2610001	2620000	0.0033718961625282	1071	478	141760	1575296
alle	vill	Chrom7	2620001	2630000	0.0031356699881541	1457	540	172212	2135676
alle	vill	Chrom7	2630001	2640000	0.0068110441031964	2609	1414	207604	4359068
alle	vill	Chrom7	2640001	2650000	0.0116439263478606	2016	1758	150980	3167500
alle	vill	Chrom7	2650001	2660000	0.0017926988265971	2429	462	257712	4193328
alle	vill	Chrom7	2660001	2670000	0.001975450131194	1319	262	132628	2081804
alle	vill	Chrom7	2670001	2680000	0.004238288375287	1848	790	186396	3018036
alle	vill	Chrom7	2680001	2690000	0.0032767778669418	1772	686	209352	2849352
alle	vill	Chrom7	2690001	2700000	0.0153030066324864	3276	4310	281644	6963572
alle	vill	Chrom7	2700001	2710000	0.013453500522466	3510	3296	244992	6401472
alle	vill	Chrom7	2710001	2720000	0.011656746031746	3028	1598	137088	7333056
alle	vill	Chrom7	2720001	2730000	0.006695549428909	1583	1224	182808	2376936
alle	vill	Chrom7	2730001	2740000	0.0065535067366792	1547	644	98268	5618388
alle	vill	Chrom7	2740001	2750000	0.0021368126114397	2164	302	141332	4314460
alle	vill	Chrom7	2750001	2760000	0.0040874752356693	3577	1502	367464	5685000
alle	vill	Chrom7	2760001	2770000	0.0031898986542615	2098	768	240760	3217112
alle	vill	Chrom7	2770001	2780000	0.0051180189062228	1960	706	137944	4078664
alle	vill	Chrom7	2780001	2790000	0.0065787331053574	1115	808	122820	2398908
alle	vill	Chrom7	2790001	2800000	0.0044857532476853	2012	750	167196	3517188
alle	vill	Chrom7	2800001	2810000	0.0077781405442777	2583	1620	208276	5030012
alle	vill	Chrom7	2810001	2820000	0.0159625962596259	2309	2902	181800	9452088
alle	vill	Chrom7	2820001	2830000	0.0107303732303732	1765	1334	124320	3331968
alle	vill	Chrom7	2830001	2840000	0.0099530849890656	2116	2130	214004	3616108
alle	vill	Chrom7	2840001	2850000	0.0074179363034691	1295	1336	180104	1882264
alle	vill	Chrom7	2850001	2860000	0.0009491167940943	1744	216	227580	2539668
alle	vill	Chrom7	2860001	2870000	0.0023140235083751	1325	352	152116	1953020
alle	vill	Chrom7	2870001	2880000	0.0045208808182794	3232	960	212348	7170676
alle	vill	Chrom7	2880001	2890000	0.0087306452569756	2377	1766	202276	3917708
alle	vill	Chrom7	2890001	2900000	0.0105544836457184	2817	1838	174144	5295408
alle	vill	Chrom7	2900001	2910000	0.0075189799493868	1931	1236	164384	3857392
alle	vill	Chrom7	2910001	2920000	0.0065971024491203	2470	1530	231920	4144672
alle	vill	Chrom7	2920001	2930000	0.00208807896735	1407	264	126432	2273328
alle	vill	Chrom7	2930001	2940000	0.0071423144137983	656	376	52644	1116348
alle	vill	Chrom7	2940001	2950000	0.0093165401000185	3907	3018	323940	8346876
alle	vill	Chrom7	2950001	2960000	0.0160172568617498	2624	3282	204904	11084264
alle	vill	Chrom7	2960001	2970000	0.0211409203194117	2193	2944	139256	11911816
alle	vill	Chrom7	2970001	2980000	0.0060035842293906	869	670	111600	1306080
alle	vill	Chrom7	2980001	2990000	0.0200217759496733	3318	15226	760472	4739176
alle	vill	Chrom7	2990001	3000000	0.0070144935230409	3447	2114	301376	8887408
alle	vill	Chrom7	3000001	3010000	0.0023060651246662	890	266	115348	1340348
alle	vill	Chrom7	3010001	3020000	0.0156749854797223	2705	27204	1735504	2631584
alle	vill	Chrom7	3020001	3030000	0.0176513960602539	3879	34090	1931292	4948020
alle	vill	Chrom7	3030001	3040000	0.0056491914206785	995	728	128868	1496316
alle	vill	Chrom7	3040001	3050000	0.007071385902031	3567	1894	267840	6289920
alle	vill	Chrom7	3050001	3060000	0.0047390226829868	2517	1002	211436	3873700
alle	vill	Chrom7	3060001	3070000	0.0048021714166405	2048	1288	268212	3074028
alle	vill	Chrom7	3070001	3080000	0.0036656317670693	1490	562	153316	2743820
alle	vill	Chrom7	3080001	3090000	0.0053932663743103	847	610	113104	1228544
alle	vill	Chrom7	3090001	3100000	0.0032122966276367	2029	586	182424	3080616
alle	vill	Chrom7	3100001	3110000	0.0046564159467385	1075	470	100936	1625624
alle	vill	Chrom7	3110001	3120000	0.0153776127661853	2870	3446	224092	5362676
alle	vill	Chrom7	3120001	3130000	0.0067313029204407	3535	2280	338716	7060148
alle	vill	Chrom7	3130001	3140000	0.0019974768713204	3136	608	304384	6118736
alle	vill	Chrom7	3140001	3150000	0.0044337290317307	2138	868	195772	4106372
alle	vill	Chrom7	3150001	3160000	0.0067120029874801	2804	1366	203516	5082292
alle	vill	Chrom7	3160001	3170000	0.0039352319920362	2044	1012	257164	3004292
alle	vill	Chrom7	3170001	3180000	0.0041509433962264	1258	506	121900	2030756
alle	vill	Chrom7	3180001	3190000	0.0079111931842027	940	754	95308	1540964
alle	vill	Chrom7	3190001	3200000	0.0068666425731839	2546	1368	199224	4014216
alle	vill	Chrom7	3200001	3210000	0.0150139664804469	2298	3010	200480	4478656
alle	vill	Chrom7	3210001	3220000	0.017785051827605	899	1304	73320	5041416
alle	vill	Chrom7	3220001	3230000	0.002930539967577	343	94	32076	14615172
alle	vill	Chrom7	3230001	3240000	0.0289251738061711	1843	23582	815276	2633092
alle	vill	Chrom7	3240001	3250000	0.0072840790842872	1512	1036	142228	3333068
alle	vill	Chrom7	3250001	3260000	0.0090245775729646	941	940	104160	1877424
alle	vill	Chrom7	3260001	3270000	0.0069417412741663	3024	1284	184968	5080248
alle	vill	Chrom7	3270001	3280000	0.0057631294721209	4107	1366	237024	6556752
alle	vill	Chrom7	3280001	3290000	0.0068099492876116	2095	1128	165640	4600616
alle	vill	Chrom7	3290001	3300000	0.005940146809712	1650	1052	177100	2488772
alle	vill	Chrom7	3300001	3310000	0.0048536383475054	1828	774	159468	3520164
alle	vill	Chrom7	3310001	3320000	0.0075059226420847	1699	1280	170532	2628396
alle	vill	Chrom7	3320001	3330000	0.004762509525019	1417	900	188976	2248800
alle	vill	Chrom7	3330001	3340000	0.0066132147246444	4085	1808	273392	6959152
alle	vill	Chrom7	3340001	3350000	0.0044342164346654	1147	316	71264	4026544
alle	vill	Chrom7	3350001	3360000	0.0059034610487324	1402	1020	172780	2434484
alle	vill	Chrom7	3360001	3370000	0.0062882119489434	1236	938	149168	1908448
alle	vill	Chrom7	3370001	3380000	0.0079921709345946	1648	588	73572	3875340
alle	vill	Chrom7	3380001	3390000	0.0042458488540943	1924	538	126712	3527576
alle	vill	Chrom7	3390001	3400000	0.0070480818004645	1624	1056	149828	2924716
alle	vill	Chrom7	3400001	3410000	0.0211374637902119	3708	17746	839552	5825920
alle	vill	Chrom7	3410001	3420000	0.0023524730226352	2153	402	170884	3285404
alle	vill	Chrom7	3420001	3430000	0.0057433776151459	3135	1444	251420	4994788
