pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
alle	vill	Chrom9	690001	700000	0.0037793768154211	1390	458	121184	2585872
alle	vill	Chrom9	700001	710000	0.0068640839502623	1598	764	111304	3118472
alle	vill	Chrom9	710001	720000	0.0099898506597071	1076	1378	137940	4373292
alle	vill	Chrom9	720001	730000	0.0027972812670321	2020	698	249528	3235272
alle	vill	Chrom9	730001	740000	0.0055758988015978	1188	670	120160	2750048
alle	vill	Chrom9	740001	750000	0.0045371485526807	2739	874	192632	8037832
alle	vill	Chrom9	750001	760000	0.0063394051662035	1980	1232	194340	3155820
alle	vill	Chrom9	760001	770000	0.0093556175331973	3148	1798	192184	5123720
alle	vill	Chrom9	770001	780000	0.0060992068435696	3029	2350	385296	9188400
alle	vill	Chrom9	780001	790000	0.0137833062137699	2122	8674	629312	3291088
alle	vill	Chrom9	790001	800000	0.0036397088232941	2764	1092	300024	4352184
alle	vill	Chrom9	800001	810000	0.0022073615974964	1933	474	214736	3083152
alle	vill	Chrom9	810001	820000	0.009380617747998	3531	2296	244760	6952936
alle	vill	Chrom9	820001	830000	0.0043738302546993	1711	430	98312	2806744
alle	vill	Chrom9	830001	840000	0.0075063955836811	525	446	59416	808616
alle	vill	Chrom9	840001	850000	0.002151330224904	2283	502	233344	3571424
alle	vill	Chrom9	850001	860000	0.0085822864984693	1690	1626	189460	2733020
alle	vill	Chrom9	860001	870000	0.0047172053231939	1649	794	168320	2480128
alle	vill	Chrom9	870001	880000	0.0090271292771113	1280	1508	167052	1900068
alle	vill	Chrom9	880001	890000	0.0001716836442714	1540	24	139792	2381936
alle	vill	Chrom9	890001	900000	0.0020895075089074	3052	502	240248	5485912
alle	vill	Chrom9	900001	910000	0.0039665891147641	1017	416	104876	1659700
alle	vill	Chrom9	910001	920000	0.0102400806377714	2615	1788	174608	5261680
alle	vill	Chrom9	920001	930000	0.0094605475040257	1827	1974	208656	3263472
alle	vill	Chrom9	930001	940000	0.0222407306681171	4123	39254	1764960	6867840
alle	vill	Chrom9	940001	950000	0.0276008060412383	1874	21696	786064	3509744
alle	vill	Chrom9	950001	960000	0.0022964664049188	1316	744	323976	4241112
alle	vill	Chrom9	960001	970000	0.0074974146845915	308	58	7736	2350840
alle	vill	Chrom9	970001	980000	0.007088520055325	585	164	23136	1857072
alle	vill	Chrom9	980001	990000	0.0032060767485449	751	130	40548	1828572
alle	vill	Chrom9	990001	1000000	0.0247507122507122	593	556	22464	2416896
alle	vill	Chrom9	1000001	1010000	0.0140788415124698	273	70	4972	2535764
alle	vill	Chrom9	1010001	1020000	0.0251719855709526	1364	5108	202924	2900132
alle	vill	Chrom9	1020001	1030000	0.0205880106911034	2047	5392	261900	4448916
alle	vill	Chrom9	1030001	1040000	0.0037447573397243	492	50	13352	4204840
alle	vill	Chrom9	1040001	1050000	0.0105949470252648	426	104	9816	2831880
alle	vill	Chrom9	1050001	1060000	0.0202354899361957	2968	10504	519088	5949968
alle	vill	Chrom9	1060001	1070000	0.0088484811627694	1489	1164	131548	5556596
alle	vill	Chrom9	1070001	1080000	0.0115057400574005	1607	898	78048	5405760
alle	vill	Chrom9	1080001	1090000	0.0098332746272161	1532	670	68136	4059768
alle	vill	Chrom9	1090001	1100000	0.0070633018468913	3247	1002	141860	6925948
alle	vill	Chrom9	1100001	1110000	0.0115808314333809	2751	2174	187724	5547940
alle	vill	Chrom9	1110001	1120000	0.0037763754683494	2215	766	202840	3521144
alle	vill	Chrom9	1120001	1130000	0.0025608939848092	1427	352	137452	2314580
alle	vill	Chrom9	1130001	1140000	0.0174150680527274	1181	1950	111972	2265612
alle	vill	Chrom9	1140001	1150000	0.0196826578567772	1553	3384	171928	4410584
alle	vill	Chrom9	1150001	1160000	0.0044118319389201	2139	772	174984	3533160
alle	vill	Chrom9	1160001	1170000	0.0019475532148343	1008	142	72912	1599792
alle	vill	Chrom9	1170001	1180000	0.0081675668554867	2235	1984	242912	3414544
alle	vill	Chrom9	1180001	1190000	0.0100857157521942	2364	2358	233796	5270604
alle	vill	Chrom9	1190001	1200000	0.0036157801365126	2455	962	266056	4210328
alle	vill	Chrom9	1200001	1210000	0.0053905947523602	2161	724	134308	3500972
alle	vill	Chrom9	1210001	1220000	0.0097902097902097	2185	1316	134420	4871020
alle	vill	Chrom9	1220001	1230000	0.0062305789840826	1304	786	126152	2077192
alle	vill	Chrom9	1230001	1240000	0.0055523950392536	2579	976	175780	4964300
alle	vill	Chrom9	1240001	1250000	0.0055723241235198	3360	864	155052	6269652
alle	vill	Chrom9	1250001	1260000	0.0121233906280635	2207	2226	183612	4232580
alle	vill	Chrom9	1260001	1270000	0.0126768867924528	1434	1204	94976	7562080
alle	vill	Chrom9	1270001	1280000	0.0590669946670018	1748	13158	222764	8245300
alle	vill	Chrom9	1280001	1290000	0.0025636232541992	3257	768	299576	5725960
alle	vill	Chrom9	1290001	1300000	0.0306027395145248	3434	95140	3108872	3155848
alle	vill	Chrom9	1300001	1310000	0.004507848960543	840	340	75424	14774576
alle	vill	Chrom9	1310001	1320000	0.0089356474877159	860	902	100944	13690944
alle	vill	Chrom9	1320001	1330000	0.0081328751431844	2938	1846	226980	10149804
alle	vill	Chrom9	1330001	1340000	0.0113159000210039	1895	1724	152352	9505296
alle	vill	Chrom9	1340001	1350000	0.0064815985835335	1223	820	126512	2289088
alle	vill	Chrom9	1350001	1360000	0.0077110491547986	1489	1228	159252	2316540
alle	vill	Chrom9	1360001	1370000	0.0048283506172089	2854	1272	263444	4659628
alle	vill	Chrom9	1370001	1380000	0.0015454152680381	1143	186	120356	2333260
alle	vill	Chrom9	1380001	1390000	0.0041553446024632	1756	942	226696	2597576
alle	vill	Chrom9	1390001	1400000	0.0277297907197633	3045	17400	627484	6014228
alle	vill	Chrom9	1400001	1410000	0.0174584015863436	1368	1620	92792	6018280
alle	vill	Chrom9	1410001	1420000	0.0095381656574057	1667	1468	153908	3696796
alle	vill	Chrom9	1420001	1430000	0.0144867327794157	2634	2162	149240	5142904
alle	vill	Chrom9	1430001	1440000	0.0025060263968113	1322	420	167596	2095940
alle	vill	Chrom9	1440001	1450000	0.0043395928672873	1870	550	126740	3761980
alle	vill	Chrom9	1450001	1460000	0.0058574848469413	1441	920	157064	2382088
alle	vill	Chrom9	1460001	1470000	0.0063295446811406	1762	1116	176316	2640036
alle	vill	Chrom9	1470001	1480000	0.0037967996830497	1537	690	181732	2441372
alle	vill	Chrom9	1480001	1490000	0.0087236501733722	3990	2536	290704	7846304
alle	vill	Chrom9	1490001	1500000	0.0114537950011465	997	1998	174440	1439656
alle	vill	Chrom9	1500001	1510000	0.0058323207776427	2294	1056	181060	4445804
alle	vill	Chrom9	1510001	1520000	0.0090274546300604	2336	1552	171920	4643440
alle	vill	Chrom9	1520001	1530000	0.0042130520911804	1647	604	143364	2745852
alle	vill	Chrom9	1530001	1540000	0.0159650351464218	1631	2462	154212	5788956
alle	vill	Chrom9	1540001	1550000	0.0188340807174887	1391	504	26760	8408040
alle	vill	Chrom9	1550001	1560000	0.022569346682734	2326	16032	710344	4687928
alle	vill	Chrom9	1560001	1570000	0.0055441869318993	993	466	84052	1769228
alle	vill	Chrom9	1570001	1580000	0.0035678094916399	897	338	94736	1343536
alle	vill	Chrom9	1580001	1590000	0.0066242235224373	1805	1028	155188	3202892
alle	vill	Chrom9	1590001	1600000	0.0081889038708192	1515	996	121628	2529988
alle	vill	Chrom9	1600001	1610000	0.0121686913307564	3800	3526	289760	6928528
alle	vill	Chrom9	1610001	1620000	0.0234472004851144	3535	6496	277048	6735320
alle	vill	Chrom9	1620001	1630000	0.0132142129220735	1874	2334	176628	2909004
alle	vill	Chrom9	1630001	1640000	0.0108986169136154	2894	1680	154148	6622204
alle	vill	Chrom9	1640001	1650000	0.0168737852641498	2720	3438	203748	5896236
alle	vill	Chrom9	1650001	1660000	0.0073523902292821	1858	1570	213536	2819824
alle	vill	Chrom9	1660001	1670000	0.0086668837705015	4158	2342	270224	6952816
alle	vill	Chrom9	1670001	1680000	0.0113289436770797	3296	2746	242388	6175980
alle	vill	Chrom9	1680001	1690000	0.0079476659111123	3355	1108	139412	11900572
alle	vill	Chrom9	1690001	1700000	0.0191721518987341	3255	15146	790000	8021792
alle	vill	Chrom9	1700001	1710000	0.0057473122625495	2889	1422	247420	5323508
alle	vill	Chrom9	1710001	1720000	0.0092499599726358	3561	2542	274812	6739140
alle	vill	Chrom9	1720001	1730000	0.0069651542141184	1709	1392	199852	2811332
alle	vill	Chrom9	1730001	1740000	0.0025731866492634	2025	552	214520	3365320
alle	vill	Chrom9	1740001	1750000	0.0046632540937474	1030	696	149252	1537708
alle	vill	Chrom9	1750001	1760000	0.0081584125942932	2290	1194	146352	4580304
alle	vill	Chrom9	1760001	1770000	0.0095617890968414	749	844	88268	1437124
alle	vill	Chrom9	1770001	1780000	0.0033610122578094	3734	1292	384408	5726664
alle	vill	Chrom9	1780001	1790000	0.0044855919833368	2379	1094	243892	3684428
alle	vill	Chrom9	1790001	1800000	0.0076806482642026	4114	2108	274456	7696232
alle	vill	Chrom9	1800001	1810000	0.0043777290106558	2710	774	176804	4846060
alle	vill	Chrom9	1810001	1820000	0.0111779421940703	1942	2520	225444	3313212
alle	vill	Chrom9	1820001	1830000	0.0090287531060454	2632	2340	259172	4066732
alle	vill	Chrom9	1830001	1840000	0.0030163304514889	992	314	104100	1839468
alle	vill	Chrom9	1840001	1850000	0.0052219078114528	1850	1122	214864	2729792
alle	vill	Chrom9	1850001	1860000	0.0092647058823529	1865	1890	204000	3046368
alle	vill	Chrom9	1860001	1870000	0.0074287956941018	1042	530	71344	1674224
alle	vill	Chrom9	1870001	1880000	0.0092751960221839	2241	1746	188244	3491388
alle	vill	Chrom9	1880001	1890000	0.0102443394068765	1928	2150	209872	3211568
alle	vill	Chrom9	1890001	1900000	0.0204697963854524	3782	12092	590724	6244236
alle	vill	Chrom9	1900001	1910000	0.0129729174764045	2987	7076	545444	5861836
alle	vill	Chrom9	1910001	1920000	0.053792226801741	1962	22344	415376	4822912
alle	vill	Chrom9	1920001	1930000	0.0458859664900314	1661	13266	289108	3552092
alle	vill	Chrom9	1930001	1940000	0.0015951790145338	1435	180	112840	2600552
alle	vill	Chrom9	1940001	1950000	0.0045670889619934	1150	522	114296	2022520
alle	vill	Chrom9	1950001	1960000	0.0088007244326221	959	622	70676	12884860
alle	vill	Chrom9	1960001	1970000	0.02	152	36	1800	4794552
alle	vill	Chrom9	1970001	1980000	0.0104984093319194	616	198	18860	1945300
alle	vill	Chrom9	1980001	1990000	0.0117826566076121	1603	1112	94376	5755336
alle	vill	Chrom9	1990001	2000000	0.0043276972624798	1165	602	139104	1745856
alle	vill	Chrom9	2000001	2010000	0.001796882755882	1987	362	201460	3012476
alle	vill	Chrom9	2010001	2020000	0.0012194634360881	841	122	100044	1259028
alle	vill	Chrom9	2020001	2030000	0.0044922868282759	2442	848	188768	4149808
alle	vill	Chrom9	2030001	2040000	0.0015863042201872	3890	616	388324	6171020
alle	vill	Chrom9	2040001	2050000	0.0013097802671262	2262	304	232100	3453868
alle	vill	Chrom9	2050001	2060000	0.0045420649447495	2270	804	177012	4506876
alle	vill	Chrom9	2060001	2070000	0.0033451245770532	2913	696	208064	6590464
alle	vill	Chrom9	2070001	2080000	0.0055161477338607	2044	1294	234584	3085480
alle	vill	Chrom9	2080001	2090000	0.0035876493263615	650	376	104804	1179820
alle	vill	Chrom9	2090001	2100000	0.0052111975279545	1199	796	152748	1874772
alle	vill	Chrom9	2100001	2110000	0.0076836191778378	1259	1034	134572	2030756
alle	vill	Chrom9	2110001	2120000	0.0080662366861963	3465	1966	243732	5968716
alle	vill	Chrom9	2120001	2130000	0.0014011980243107	1938	320	228376	2890520
alle	vill	Chrom9	2130001	2140000	0.0025788834951456	1038	238	92288	1865536
alle	vill	Chrom9	2140001	2150000	0.0032285796160091	1552	676	209380	2269580
alle	vill	Chrom9	2150001	2160000	0.0048816525190485	2339	1348	276136	3866024
alle	vill	Chrom9	2160001	2170000	0.0025435731421799	1451	352	138388	2719148
alle	vill	Chrom9	2170001	2180000	0.0048328694975611	1156	646	133668	2277180
alle	vill	Chrom9	2180001	2190000	0.014351039072388	1859	1406	97972	4574828
alle	vill	Chrom9	2190001	2200000	0.0358529127170228	2694	64768	1806492	4725924
alle	vill	Chrom9	2200001	2210000	0.0125700733074601	2138	2332	185520	5459856
alle	vill	Chrom9	2210001	2220000	0.0105369774394328	3539	2580	244852	6263804
alle	vill	Chrom9	2220001	2230000	0.0100308982564555	1550	1818	181240	3661544
alle	vill	Chrom9	2230001	2240000	0.0062291434927697	472	112	17980	1946180
alle	vill	Chrom9	2240001	2250000	0.0077880560467963	2657	1832	235232	6968800
alle	vill	Chrom9	2250001	2260000	0.0103838695552451	3079	1992	191836	6445124
alle	vill	Chrom9	2260001	2270000	0.0051274814187599	782	218	42516	3611772
alle	vill	Chrom9	2270001	2280000	0.0138292354583228	2011	9492	686372	4456876
alle	vill	Chrom9	2280001	2290000	0.0021201047986762	2403	492	232064	4614976
alle	vill	Chrom9	2290001	2300000	0.0095911339606169	1969	1582	164944	3144032
alle	vill	Chrom9	2300001	2310000	0.0071540265832681	396	366	51160	629960
alle	vill	Chrom9	2310001	2320000	0.0057642836726267	1048	726	125948	1545172
alle	vill	Chrom9	2320001	2330000	0.006008973928169	2900	1216	202364	4600324
alle	vill	Chrom9	2330001	2340000	0.0082259928990174	2134	1594	193776	3959472
alle	vill	Chrom9	2340001	2350000	0.0072193226408625	829	758	104996	1402972
alle	vill	Chrom9	2350001	2360000	0.011573977353445	2655	2216	191464	4284920
alle	vill	Chrom9	2360001	2370000	0.0037573168802404	2797	950	252840	5072568
alle	vill	Chrom9	2370001	2380000	0.0069552076875387	2384	1436	206464	4200224
alle	vill	Chrom9	2380001	2390000	0.0091548607718612	2338	1874	204700	3734708
alle	vill	Chrom9	2390001	2400000	0.0069028156221616	2643	1216	176160	4232112
alle	vill	Chrom9	2400001	2410000	0.0033345320213148	1009	408	122356	1513916
alle	vill	Chrom9	2410001	2420000	0.0311108766051748	1852	18868	606476	2491828
alle	vill	Chrom9	2420001	2430000	0.0056471262720366	2740	1576	279080	4100680
alle	vill	Chrom9	2430001	2440000	0.0100797915648917	1286	1238	122820	1926876
alle	vill	Chrom9	2440001	2450000	0.0025379015561343	2304	304	119784	6320760
alle	vill	Chrom9	2450001	2460000	0.0154083675063464	3447	5050	327744	8702640
alle	vill	Chrom9	2460001	2470000	0.0075088339222614	2410	1156	153952	7797728
alle	vill	Chrom9	2470001	2480000	0.0091570060253099	3512	2000	218412	7126596
alle	vill	Chrom9	2480001	2490000	0.0128328471230836	2821	1654	128888	6945256
alle	vill	Chrom9	2490001	2500000	0.0083861030292657	2238	1176	140232	8134584
alle	vill	Chrom9	2500001	2510000	0.0101024678885842	2105	2800	277160	7259512
alle	vill	Chrom9	2510001	2520000	0.0056031556972887	3197	1750	312324	5199996
alle	vill	Chrom9	2520001	2530000	0.0063816312943507	2670	1572	246332	4447060
alle	vill	Chrom9	2530001	2540000	0.0209966652679931	1806	7606	362248	3638936
alle	vill	Chrom9	2540001	2550000	0.003007247466394	1043	400	133012	1563452
alle	vill	Chrom9	2550001	2560000	0.0056208900652132	1652	824	146596	3046748
alle	vill	Chrom9	2560001	2570000	0.0135036307628664	4268	7312	541484	8233876
alle	vill	Chrom9	2570001	2580000	0.0095190418195267	2996	5096	535348	5974892
alle	vill	Chrom9	2580001	2590000	0.0038746466517204	3141	1272	328288	4680320
alle	vill	Chrom9	2590001	2600000	0.0054190580088222	1318	914	168664	1925384
alle	vill	Chrom9	2600001	2610000	0.002966978626765	1906	648	218404	4273820
alle	vill	Chrom9	2610001	2620000	0.0033256548336409	3014	872	262204	4576916
alle	vill	Chrom9	2620001	2630000	0.0024122884813225	1992	544	225512	3039112
alle	vill	Chrom9	2630001	2640000	0.0093057259333605	3144	3004	322812	4989924
alle	vill	Chrom9	2640001	2650000	0.0130098262834163	2018	4814	370028	4681348
alle	vill	Chrom9	2650001	2660000	0.0095986038394415	1489	1518	158148	2455452
alle	vill	Chrom9	2660001	2670000	0.0053809156857013	1333	810	150532	1970444
alle	vill	Chrom9	2670001	2680000	0.005167501086624	2077	1284	248476	3339284
alle	vill	Chrom9	2680001	2690000	0.0063856960408684	2512	1080	169128	4741272
alle	vill	Chrom9	2690001	2700000	0.0072763244669158	2456	1324	181960	3800216
alle	vill	Chrom9	2700001	2710000	0.013631322094055	3073	2458	180320	7004704
alle	vill	Chrom9	2710001	2720000	0.0112644079636744	1474	1032	91616	5607616
alle	vill	Chrom9	2720001	2730000	0.0033635565954957	1115	92	27352	7754840
alle	vill	Chrom9	2730001	2740000	0.0069629726036311	1832	428	61468	10562420
alle	vill	Chrom9	2740001	2750000	0.0044795929653799	1033	162	36164	4619212
alle	vill	Chrom9	2750001	2760000	0.0048311635475996	1234	190	39328	5118176
alle	vill	Chrom9	2760001	2770000	0.0087070989024931	1870	1098	126104	8394232
alle	vill	Chrom9	2770001	2780000	0.0131413709163844	5365	8832	672076	9673028
alle	vill	Chrom9	2780001	2790000	0.0084571704723933	1423	280	33108	5738988
alle	vill	Chrom9	2790001	2800000	0.0098255124512959	2233	696	70836	6111516
alle	vill	Chrom9	2800001	2810000	0.0020283975659229	1330	32	15776	6145984
alle	vill	Chrom9	2810001	2820000	0.013204572329523	997	134	10148	5565532
alle	vill	Chrom9	2820001	2830000	0.0050251256281407	808	40	7960	5789480
alle	vill	Chrom9	2830001	2840000	0.010896748838871	1492	366	33588	6614460
alle	vill	Chrom9	2840001	2850000	0.007469654528478	883	192	25704	5033592
alle	vill	Chrom9	2850001	2860000	0.0014234875444839	384	8	5620	4323452
alle	vill	Chrom9	2860001	2870000	0.0123555555555555	1222	278	22500	5779692
alle	vill	Chrom9	2870001	2880000	0.0043740199719402	2734	212	48468	7158732
alle	vill	Chrom9	2880001	2890000	0.0042882668254913	3268	288	67160	8804824
alle	vill	Chrom9	2890001	2900000	0.005367231638418	1478	76	14160	7703088
alle	vill	Chrom9	2900001	2910000	0.0041095890410958	404	24	5840	6257296
alle	vill	Chrom9	2910001	2920000	0.0089799563405437	1641	362	40312	8332712
alle	vill	Chrom9	2920001	2930000	0.0017261219792865	1465	24	13904	7969456
alle	vill	Chrom9	2930001	2940000	0.0049705689993459	1885	152	30580	9739532
alle	vill	Chrom9	2940001	2950000	0.0161193632185439	2653	968	60052	6808172
alle	vill	Chrom9	2950001	2960000	0.0109297580880209	3373	1200	109792	11352032
alle	vill	Chrom9	2960001	2970000	0.0063190253899578	2072	222	35132	7633012
alle	vill	Chrom9	2970001	2980000	0.0055929919137466	1932	166	29680	7901408
alle	vill	Chrom9	2980001	2990000	0.0143257552164434	768	184	12844	5816276
alle	vill	Chrom9	2990001	3000000	0.0055092527193106	1390	156	28316	5902180
alle	vill	Chrom9	3000001	3010000	0.0053479649951382	1809	770	143980	3665540
alle	vill	Chrom9	3010001	3020000	0.0030812791472351	833	370	120080	1219984
alle	vill	Chrom9	3020001	3030000	0.0050995131118134	3086	1194	234140	4861588
alle	vill	Chrom9	3030001	3040000	0.011145709047522	934	1532	137452	1405364
alle	vill	Chrom9	3040001	3050000	0.005454423771918	2347	1630	298840	3528104
alle	vill	Chrom9	3050001	3060000	0.0257078142695356	2341	15890	618100	3305468
alle	vill	Chrom9	3060001	3070000	0.008197436755357	2903	2254	274964	4892044
alle	vill	Chrom9	3070001	3080000	0.007275192968503	3699	2854	392292	5642748
alle	vill	Chrom9	3080001	3090000	0.0136021954420713	2953	3648	268192	7628048
alle	vill	Chrom9	3090001	3100000	0.0058849363197189	1841	804	136620	3411540
alle	vill	Chrom9	3100001	3110000	0.0095244302100402	1878	2046	214816	2774192
alle	vill	Chrom9	3110001	3120000	0.0063543312495706	607	370	58228	1082252
alle	vill	Chrom9	3120001	3130000	0.0056964692003033	1618	1352	237340	2428532
alle	vill	Chrom9	3130001	3140000	0.0045443109629536	3289	1156	254384	6213088
alle	vill	Chrom9	3140001	3150000	0.0156138804210436	2659	5880	376588	10895156
alle	vill	Chrom9	3150001	3160000	0.0120628814611761	3993	3186	264116	7584604
alle	vill	Chrom9	3160001	3170000	0.0090900799562216	2130	1196	131572	6568748
alle	vill	Chrom9	3170001	3180000	0.0042586210007759	3002	944	221668	5037212
alle	vill	Chrom9	3180001	3190000	0.0061395503194225	1859	888	144636	3224532
alle	vill	Chrom9	3190001	3200000	0.0190953286172831	3272	4902	256712	5163736
alle	vill	Chrom9	3200001	3210000	0.0077711725682777	2167	1804	232140	3349284
alle	vill	Chrom9	3210001	3220000	0.0056197127511711	2326	1310	233108	3590668
alle	vill	Chrom9	3220001	3230000	0.0068875651526433	3075	1036	150416	6353488
alle	vill	Chrom9	3230001	3240000	0.0171070064687085	1705	2634	153972	3181932
alle	vill	Chrom9	3240001	3250000	0.0208123316043182	3368	4542	218236	6423476
alle	vill	Chrom9	3250001	3260000	0.0207665853443461	2835	5652	272168	5096008
alle	vill	Chrom9	3260001	3270000	0.022991887129392	3619	31106	1352912	4761328
alle	vill	Chrom9	3270001	3280000	0.0018822661007565	755	204	108380	1116052
alle	vill	Chrom9	3280001	3290000	0.0014191554448263	1764	180	126836	3479932
alle	vill	Chrom9	3290001	3300000	0.0023405500292568	1285	320	136720	2136320
alle	vill	Chrom9	3300001	3310000	0.0309331973482916	4108	24264	784400	7728016
alle	vill	Chrom9	3310001	3320000	0.006961604889066	1568	1048	150540	2391780
alle	vill	Chrom9	3320001	3330000	0.0053956034175863	1902	970	179776	3352544
alle	vill	Chrom9	3330001	3340000	0.0058187068380677	3206	1338	229948	5782916
alle	vill	Chrom9	3340001	3350000	0.0127858337981037	1561	1834	143440	2574704
alle	vill	Chrom9	3350001	3360000	0.0037497274907346	915	344	91740	1392468
alle	vill	Chrom9	3360001	3370000	0.0280970811628786	1050	3862	137452	2389028
alle	vill	Chrom9	3370001	3380000	0.0028665898198143	1237	378	131864	2399368
alle	vill	Chrom9	3380001	3390000	0.0069980227193424	2163	722	103172	5801980
alle	vill	Chrom9	3390001	3400000	0.0106825794283112	1593	1314	123004	3448916
