pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
alle	Chrom9	1070001	1080000	0.0080780310415457	2466	1475	182594	3092458
vill	Chrom9	1070001	1080000	0.0123783877692842	2603	285	23024	2158036
alle	Chrom9	1080001	1090000	0.008671592757119	2459	1589	183242	2282034
vill	Chrom9	1080001	1090000	0.0096700796359499	1679	102	10548	1631232
alle	Chrom9	1090001	1100000	0.0033938164114422	4378	863	254286	3966766
vill	Chrom9	1090001	1100000	0.0049891478986385	3331	177	35477	2775583
alle	Chrom9	1100001	1110000	0.0107551024990457	3186	2395	222685	3202781
vill	Chrom9	1100001	1110000	0.0084950631547266	3186	875	103001	2178229
alle	Chrom9	1110001	1120000	0.0025731477909506	2314	647	251443	1972603
vill	Chrom9	1110001	1120000	0.0028951080097988	2252	117	40413	1440717
alle	Chrom9	1120001	1130000	0.0031109342331687	1527	555	178403	1286005
vill	Chrom9	1120001	1130000	0.0026830631637786	1448	72	26835	948405
alle	Chrom9	1130001	1140000	0.0115625778987938	1422	1206	104302	1315644
vill	Chrom9	1130001	1140000	0.0190849033520919	1260	702	36783	908847
vill	Chrom9	1140001	1150000	0.0234044665012406	1931	1179	50375	1772215
alle	Chrom9	1140001	1150000	0.0076690485254927	2515	2095	273176	2463602
alle	Chrom9	1150001	1160000	0.0031276643482162	2285	697	222850	1991736
vill	Chrom9	1150001	1160000	0.0029452612422776	2195	123	41762	1433068
alle	Chrom9	1160001	1170000	0.0021201167802029	1052	183	86316	912660
vill	Chrom9	1160001	1170000	0.0002822011691191	1012	7	24805	640475
vill	Chrom9	1170001	1180000	0.004225862277136	2235	210	49694	1404976
alle	Chrom9	1170001	1180000	0.0059973799405693	2309	1877	312970	1871344
alle	Chrom9	1180001	1190000	0.0059140882188523	3474	1333	225394	3061956
vill	Chrom9	1180001	1190000	0.0039737848818243	2365	536	134884	2054366
vill	Chrom9	1190001	1200000	0.0008568231097433	2455	49	57188	1723192
alle	Chrom9	1190001	1200000	0.0048313722384203	2826	1952	404026	2269370
alle	Chrom9	1200001	1210000	0.0028334255672385	2240	384	135525	2035545
vill	Chrom9	1200001	1210000	0.0041925921969717	2216	157	37447	1408403
vill	Chrom9	1210001	1220000	0.0052564510990761	2412	264	50224	1940576
alle	Chrom9	1210001	1220000	0.0085158063426588	2933	1185	139153	2850207
vill	Chrom9	1220001	1230000	0.0058954923285363	1307	161	27309	849021
alle	Chrom9	1220001	1230000	0.0017597132954923	1388	328	186394	1129492
vill	Chrom9	1230001	1240000	0.0031670942912123	2829	237	74832	1969518
alle	Chrom9	1230001	1240000	0.0034682721058301	2995	689	198658	2871112
alle	Chrom9	1240001	1250000	0.0027753778419514	3950	469	168986	3667990
vill	Chrom9	1240001	1250000	0.0035296958888331	3466	190	53829	2501451
vill	Chrom9	1250001	1260000	0.0078667044956281	2315	305	38771	1717669
alle	Chrom9	1250001	1260000	0.0070721893215473	2680	2429	343458	2293990
alle	Chrom9	1260001	1270000	0.0074892032161402	4834	5381	718501	3854463
vill	Chrom9	1260001	1270000	0.0066354641862669	1434	224	33758	3011662
alle	Chrom9	1270001	1280000	0.0506923300112213	5259	72506	1430315	3627001
vill	Chrom9	1270001	1280000	0.0261679550583377	1835	1090	41654	3326326
alle	Chrom9	1280001	1290000	0.0015978784794164	3602	664	415551	3183033
vill	Chrom9	1280001	1290000	0.0015848835956854	3459	103	64989	2331531
alle	Chrom9	1290001	1300000	0.0277276464828264	3953	67847	2446908	1294522
vill	Chrom9	1290001	1300000	0.0222357888510118	3436	23456	1054876	1436774
vill	Chrom9	1300001	1310000	0.0026009155222638	840	25	9612	5896638
alle	Chrom9	1300001	1310000	0.0045630342859205	9375	13148	2881416	5987334
vill	Chrom9	1310001	1320000	0.0096119615521537	865	135	14045	5471365
alle	Chrom9	1310001	1320000	0.0061429369322325	8702	14540	2366946	5869876
vill	Chrom9	1320001	1330000	0.0051741979993101	2938	105	20293	4106837
alle	Chrom9	1320001	1330000	0.0061372428302908	6551	8264	1346533	4850713
vill	Chrom9	1330001	1340000	0.0103620231850268	2025	160	15441	3825669
alle	Chrom9	1330001	1340000	0.007586552873503	5967	7395	974751	4793011
alle	Chrom9	1340001	1350000	0.0054468589400275	1325	956	175514	1267136
vill	Chrom9	1340001	1350000	0.0034886425304287	1423	90	25798	934952
alle	Chrom9	1350001	1360000	0.0028618613933822	1557	532	185893	1292705
vill	Chrom9	1350001	1360000	0.0043513916085086	1495	260	59751	924939
vill	Chrom9	1360001	1370000	0.0049870424007491	2855	229	45919	1912121
alle	Chrom9	1360001	1370000	0.0002340105380229	3107	93	397418	2542750
vill	Chrom9	1370001	1380000	0.0014481734911842	1203	40	27621	948249
alle	Chrom9	1370001	1380000	0.0002415021433315	1489	44	182193	1283161
vill	Chrom9	1380001	1390000	0.0044526901669758	1765	156	35035	1088255
alle	Chrom9	1380001	1390000	0.0004635036607641	1774	152	327937	1358781
vill	Chrom9	1390001	1400000	0.0270096897261892	3302	7200	266571	2375019
alle	Chrom9	1390001	1400000	0.015254792237171	3936	7175	470344	3496234
vill	Chrom9	1400001	1410000	0.0185607113086968	1374	334	17995	2412545
alle	Chrom9	1400001	1410000	0.0083078537293123	3852	2027	243986	3405682
alle	Chrom9	1410001	1420000	0.0047581696875767	2311	1007	211636	2088090
vill	Chrom9	1410001	1420000	0.0114809865143967	1787	567	49386	1482144
vill	Chrom9	1420001	1430000	0.0035580378342748	3307	502	141089	1963741
alle	Chrom9	1420001	1430000	0.0154922176520683	2668	1710	110378	3050208
alle	Chrom9	1430001	1440000	0.0023197478721351	1425	541	233215	1118619
vill	Chrom9	1430001	1440000	0.0021933432033777	1326	80	36474	863796
vill	Chrom9	1440001	1450000	0.0040776966524314	1901	148	36295	1510355
alle	Chrom9	1440001	1450000	0.0089257618364992	2424	1787	200207	2122223
alle	Chrom9	1450001	1460000	0.0031473509444165	1602	745	236707	1279731
vill	Chrom9	1450001	1460000	0.0069396252602359	1442	190	27379	982511
alle	Chrom9	1460001	1470000	0.0038995675411473	1773	734	188226	1493762
vill	Chrom9	1460001	1470000	0.0014539110206455	1767	100	68780	1051360
alle	Chrom9	1470001	1480000	0.001794339176546	1598	425	236856	1329720
vill	Chrom9	1470001	1480000	0.0018112192092734	1595	70	38648	1004632
alle	Chrom9	1480001	1490000	0.0095807197782732	5125	3678	383896	4475706
vill	Chrom9	1480001	1490000	0.0041149549597077	4002	312	75821	3160489
vill	Chrom9	1490001	1500000	0.0115178571428571	999	387	33600	608370
alle	Chrom9	1490001	1500000	0.0129995608256477	1017	3256	250470	713504
vill	Chrom9	1500001	1510000	0.0049566763782208	2580	262	52858	1787372
alle	Chrom9	1500001	1510000	0.0020183562011542	2635	391	193722	2569544
vill	Chrom9	1510001	1520000	0.0051231527093596	2733	208	40600	1874600
alle	Chrom9	1510001	1520000	0.004138607637136	2643	869	209974	2665866
alle	Chrom9	1520001	1530000	0.0012187893359263	1728	183	150149	1575355
vill	Chrom9	1520001	1530000	0.0016108434434318	1743	111	68908	1080212
alle	Chrom9	1530001	1540000	0.0070511668762851	3377	1766	250455	3298937
vill	Chrom9	1530001	1540000	0.0208598850365438	2006	802	38447	2325313
vill	Chrom9	1540001	1550000	0.0246392115452305	1913	140	5682	3349068
alle	Chrom9	1540001	1550000	0.011093585332319	4803	3179	286562	4750888
vill	Chrom9	1550001	1560000	0.0209704618397432	2354	4626	220596	1926444
alle	Chrom9	1550001	1560000	0.0142974250710267	3380	12732	890510	2333458
alle	Chrom9	1560001	1570000	0.0036456392098397	1166	313	85856	1020964
vill	Chrom9	1560001	1570000	0.0036850353678681	997	87	23609	713491
alle	Chrom9	1570001	1580000	0.002723609245449	903	294	107945	751023
vill	Chrom9	1570001	1580000	0.0022339746512264	902	49	21934	550106
vill	Chrom9	1580001	1590000	0.0022160173735762	1970	50	22563	1313037
alle	Chrom9	1580001	1590000	0.0084262693272043	1955	2581	306304	1699216
alle	Chrom9	1590001	1600000	0.0051343722095803	1644	713	138868	1444736
vill	Chrom9	1590001	1600000	0.0036383156387927	1545	122	33532	1021088
alle	Chrom9	1600001	1610000	0.0059221353322041	4065	1972	332988	3977934
vill	Chrom9	1600001	1610000	0.0053682980757161	4292	556	103571	2767339
alle	Chrom9	1610001	1620000	0.0112807228007951	4321	3893	345102	3842840
vill	Chrom9	1610001	1620000	0.0228673017940992	3641	1685	73686	2715324
alle	Chrom9	1620001	1630000	0.0061633656153166	1930	1269	205894	1636914
vill	Chrom9	1620001	1630000	0.0078279929026197	1892	450	57486	1169754
vill	Chrom9	1630001	1640000	0.0016092024352188	3177	263	163435	2531705
alle	Chrom9	1630001	1640000	0.013306251215454	3995	3079	231395	3815593
vill	Chrom9	1640001	1650000	0.00915320278123	2745	545	59542	2366588
alle	Chrom9	1640001	1650000	0.0120650772247378	3826	4098	339658	3303388
vill	Chrom9	1650001	1660000	0.0068888314819598	1873	320	46452	1159998
alle	Chrom9	1650001	1660000	0.0030975715039409	1900	775	250196	1561394
vill	Chrom9	1660001	1670000	0.0057118543541607	4407	443	77558	2795242
alle	Chrom9	1660001	1670000	0.0061334788523928	4311	1641	267548	4046212
alle	Chrom9	1670001	1680000	0.0071644708793894	4030	4134	577014	3256178
vill	Chrom9	1670001	1680000	0.010259040779687	3318	760	74081	2478679
alle	Chrom9	1680001	1690000	0.0047369584814518	6050	2228	470344	6720202
vill	Chrom9	1680001	1690000	0.0033938396667866	4906	330	97235	4691395
vill	Chrom9	1690001	1700000	0.014496962336938	5525	8786	606058	2898632
alle	Chrom9	1690001	1700000	0.0096565247816366	3293	4954	513021	4749577
alle	Chrom9	1700001	1710000	0.005422557070976	3484	1415	260947	3066135
vill	Chrom9	1700001	1710000	0.0027334800263139	2922	241	88166	2127544
alle	Chrom9	1710001	1720000	0.0076299692019472	4318	2688	352295	3836593
vill	Chrom9	1710001	1720000	0.0071734982281459	3671	500	69701	2719939
alle	Chrom9	1720001	1730000	0.0064683254917565	1897	1658	256326	1542020
vill	Chrom9	1720001	1730000	0.0062316368116766	1713	263	42204	1155426
alle	Chrom9	1730001	1740000	0.0018227355423152	2150	532	291869	1846091
vill	Chrom9	1730001	1740000	0.0011812135685489	2135	46	38943	1384857
alle	Chrom9	1740001	1750000	0.0011235521235521	1061	291	259000	748490
vill	Chrom9	1740001	1750000	0.0050872438548946	1034	107	21033	649917
vill	Chrom9	1750001	1760000	0.0030109219718587	2679	153	50815	1829105
alle	Chrom9	1750001	1760000	0.0051136832265691	2595	744	145492	2677372
alle	Chrom9	1760001	1770000	0.0028441902307565	814	362	127277	783721
vill	Chrom9	1760001	1770000	0.0060305973465371	898	95	15753	590937
alle	Chrom9	1770001	1780000	0.0024075310147996	3854	1046	434470	3215198
vill	Chrom9	1770001	1780000	0.001595923664856	3738	166	104015	2326525
alle	Chrom9	1780001	1790000	0.0036058074710916	2480	1020	282877	2063203
vill	Chrom9	1780001	1790000	0.0019769582111936	2379	116	58676	1503724
alle	Chrom9	1790001	1800000	0.0064241108791421	4901	2794	434924	4325348
vill	Chrom9	1790001	1800000	0.0047982939399324	4245	297	61897	3108263
vill	Chrom9	1800001	1810000	0.0054433992178416	2902	309	56766	1940964
alle	Chrom9	1800001	1810000	0.0018471588669257	2979	328	177570	2822196
vill	Chrom9	1810001	1820000	0.0120803117018698	2085	648	53641	1353779
alle	Chrom9	1810001	1820000	0.0039053750036521	2091	1203	308037	1805327
alle	Chrom9	1820001	1830000	0.0070378123269784	2678	2377	337747	2245779
vill	Chrom9	1820001	1830000	0.0084101145644495	2685	450	53507	1667023
alle	Chrom9	1830001	1840000	0.0006251800026693	1151	89	142359	1018383
vill	Chrom9	1830001	1840000	0.0032917746780232	1068	80	24303	748707
vill	Chrom9	1840001	1850000	0.00990636761421	1854	1295	130724	1040446
alle	Chrom9	1840001	1850000	0.0008236880242754	1855	212	257379	1501235
vill	Chrom9	1850001	1860000	0.0066278472341154	1918	387	58390	1234370
alle	Chrom9	1850001	1860000	0.0004658521578623	1999	106	227540	1713652
vill	Chrom9	1860001	1870000	0.0110262570791144	1080	257	23308	670952
alle	Chrom9	1860001	1870000	0.0009080442995897	1064	56	61671	980821
alle	Chrom9	1870001	1880000	0.0037531845559045	2295	797	212353	1985205
vill	Chrom9	1870001	1880000	0.0062939730439942	2269	297	47188	1416302
