"ID","family","hybrid_index","seed.cohort","cohort","F21_238","F21_259","F21_241","F21_284","F21_232","s.coh8","s.coh9","s.coh11","s.coh10","s.coh12","s.coh15","s.coh13","s.coh14","s.coh6","s.coh7","s.coh4","s.coh2","s.coh3","coh27","coh24","coh19","coh25","coh26","coh1","coh28","coh31","coh21","coh29","coh30","coh34","coh7","coh8","coh22","coh32","coh33","coh5","coh9","coh6","coh10","coh12","coh15","coh14","coh11","coh13","coh16","coh17","coh20","coh18","coh23","days_to_radicle","GR_cm.dy","ldmc","ave_thick","ave_tough","N_reabsorp","chloro_reabsorp","N_wght_p","V4","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V22","V23","V24","V25","V26","V27","V28","V29","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V45","V46","V47","V49","V59","V67","V71","V73","V74","V75","V80","V82","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153"
"23_064","21_238",0.447477720321267,8,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.496153846153846,0.12962962962963,0.413,114.666666666667,31.3888888888889,44.0273037542662,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_042","21_238",0.567911832304156,8,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.565384615384615,0.133971291866029,0.437333333333333,96,33.1378299120235,57.395498392283,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_078","21_238",0.482033963192868,8,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.6,0.109195402298851,0.487,106,37.2990353697749,47.2727272727273,3.11,988,96,14.3,NA,NA,775,NA,NA,79.6,49,NA,NA,5350,561,1160,243,NA,7.74,NA,4430,NA,2530,49.7,1290,1060,1040,20.5,NA,4640,199,NA,575,1840,9340,396,361,3590,6550,23500,24600,14000,9600,246,2870,2280,945,13900,5360,9070,163000,NA,8.05,7190,120000,861,1540,3940,511,9.09,NA,4490,15.5,36.2,2190,NA,6170,1440,49.9,NA,1340,379,433,110,NA,1320,208,451,18.6,1850,NA,571,368,576,NA,NA,NA,NA,2250,1750,NA,185,223,141,254,703,113,108,230,417,141,510,251,39.2,1010,NA,379,0.279,566,165,1.41,15.2,6.44,7.38,NA
"23_066","21_238",0.486661000219346,8,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.911538461538462,0.106194690265487,0.471333333333333,85.3333333333333,NA,71.0982658959538,4.412,1210,NA,17.8,NA,NA,NA,NA,NA,6.46,NA,NA,NA,NA,NA,60.6,NA,1050,NA,NA,9230,NA,377,69.3,2590,NA,1200,95.3,NA,7810,161,NA,349,1480,2610,527,306,4790,8090,15700,18400,7040,4360,513,4280,1470,3420,20000,5430,10500,205000,NA,115,8290,162000,1280,2710,5800,458,15.9,NA,10300,83.7,NA,3790,10500,NA,4170,43.7,2260,35,374,394,291,1020,51.3,359,31.9,NA,2230,43.3,507,442,361,2290,650,NA,5220,NA,3000,387,133,172,376,845,483,206,313,516,191,397,700,NA,1360,NA,271,66,247,81,3.54,14,43.8,9.46,NA,NA
"23_199","21_238",0.457197157494629,8,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.426923076923077,0.147058823529412,0.442,92,17.9220779220779,19.2644483362522,3.85,NA,NA,99.4,5.47,7.91,905,814,NA,32.6,465,NA,NA,8300,NA,2040,NA,NA,16,221,5010,NA,2320,89.6,1420,797,602,57.2,NA,4170,117,NA,766,1190,3110,234,230,2270,3340,6910,7750,6920,4720,294,1210,762,NA,6400,3400,2980,57000,NA,5.53,2510,45000,299,912,1270,202,NA,21.1,2510,NA,225,1110,NA,2260,596,84.7,NA,557,211,111,96.8,NA,573,20.3,183,4.52,NA,750,204,36.9,229,NA,NA,472,NA,NA,1610,827,NA,64.7,52.1,89.4,215,340,59.6,216,189,NA,244,NA,212,NA,808,199,102,76.8,333,74.3,3.17,17.3,12.5,NA
"23_195","21_238",0.564102915387988,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.457692307692308,0.12621359223301,0.455666666666667,121.333333333333,47.4474474474474,63.0114566284779,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22_200","21_238",0.405788984810403,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.261538461538462,0.119718309859155,0.547333333333333,110,48.2179226069246,52.1381578947368,3.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_191","21_238",0.305163539764237,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.411538461538462,0.131086142322097,0.485333333333333,80,32.7485380116959,42.1792618629174,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_165","21_238",0.581148943215054,9,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,0.118764845605701,0.46,96,26.0623229461756,45.8333333333333,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_193","21_238",0.474829913310655,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.434615384615385,0.137440758293839,0.501,122,41.4239482200647,61.3175675675676,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_182","21_238",0.699643249176729,9,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.453846153846154,0.130666666666667,0.465,112,31.0030395136778,43.3441558441558,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_172","21_238",0.534667874893594,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.407692307692308,0.125,0.516,104.666666666667,35.5882352941176,59.6491228070175,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_201","21_238",0.540272123712467,9,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.476923076923077,0.108108108108108,0.438333333333333,115.333333333333,31.8734793187348,59.3810444874275,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_071","21_238",0.51600164541341,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.792307692307692,0.119496855345912,0.419,99.3333333333333,NA,51.5254237288136,3.82,1120,NA,149,28.1,3.04,17.1,234,NA,15.2,3.33,2.1,4.78,295,13.4,129,NA,32.2,53.2,NA,3650,NA,237,11.5,828,NA,853,121,1.24,2770,605,NA,382,1430,5320,717,NA,2290,4890,14800,19200,11000,7640,334,2750,579,NA,12800,4260,4980,116000,4.55,38,3660,115000,1030,2540,3640,82.4,8.73,NA,6670,5.66,95,4340,NA,5290,4810,131,NA,959,357,164,221,154,479,106,136,12.9,NA,2460,1200,153,133,163,536,394,557,131,1640,2050,NA,560,88.4,241,314,719,110,209,59.2,NA,662,58.5,190,13.9,387,740,NA,16.6,888,139,7.81,14.2,14.6,16.6
"23_222","21_238",0.595606283750614,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.530769230769231,0.096551724137931,0.522333333333333,126,NA,51.214953271028,3.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_171","21_238",0.549145415824824,9,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.480769230769231,0.134328358208955,0.568333333333333,121.333333333333,53.1830855018587,51.52,4.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_096","21_238",0.345844504021448,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.538461538461538,0.134529147982063,0.472666666666667,83.3333333333333,48.8284406140587,44.4810543657331,3.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_177","21_238",0.630432933571489,9,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.369230769230769,0.0878048780487805,0.481333333333333,112.666666666667,47.1976401179941,72.1442885771543,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_114","21_238",0.566580318020228,9,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.653846153846154,0.115151515151515,0.448,121.333333333333,57.3426573426573,36.9606003752345,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_202","21_238",0.708079954187232,9,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.503846153846154,0.132275132275132,0.438,99.3333333333333,34.6704871060172,48.8679245283019,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_113","21_238",0.32946848027969,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.546153846153846,0.0818181818181818,0.459,82.6666666666667,NA,70.3629032258064,3.684,1150,184,65,NA,NA,831,NA,96.9,342,NA,43.2,NA,18700,NA,6300,NA,NA,NA,NA,68500,NA,6620,910,20800,NA,12500,1290,NA,25700,835,NA,1560,2800,3370,5300,101,7460,4760,10600,13100,11100,7080,526,2330,944,1180,14000,3390,6820,136000,NA,NA,5350,113000,1020,1440,2630,352,433,NA,6730,244,41.6,2610,NA,6850,2910,15.7,448,634,494,386,983,NA,1080,135,557,NA,2300,NA,581,282,1460,2210,2030,2940,NA,4830,2330,NA,809,289,199,224,1920,257,262,515,423,255,146,91.5,214,492,161,202,31.5,471,93.7,4.02,20.8,35.4,4.63,26.1
"23_123","21_238",0.333450733988899,9,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.657692307692308,0.0903614457831325,0.423333333333333,102,28.6713286713287,57.7405857740586,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_026","21_238",0.547417917384292,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.646153846153846,0.120481927710843,0.426,118.666666666667,NA,86.1940298507463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23_097","21_238",0.590217956080619,9,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.580769230769231,0.136690647482014,0.462,120,NA,55.249569707401,3.685,1.04,NA,116,15.5,NA,575,894,NA,35.5,NA,54.9,NA,9000,NA,1750,NA,206,120,NA,3180,NA,2050,30.8,1320,568,357,24.8,NA,4110,198,NA,571,1160,4310,184,66.7,2680,4850,7860,7590,8100,5530,466,960,555,NA,6740,2650,3220,61500,NA,32.7,1990,43700,574,665,2020,120,3.14,21.4,3030,30.9,18,2470,NA,3910,1100,22,NA,908,159,147,96.3,NA,342,NA,153,6.84,1390,86.2,437,103,138,124,877,57.9,279,NA,1860,1540,249,171,118,166,4900,NA,32.8,138,72.8,466,206,157,291,30.6,438,200,90.1,1.58,473,4.56,4,19.1,NA,11.4
"23_049","21_238",0.637591663450405,9,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.607692307692308,0.119760479041916,0.432333333333333,94,49.862258953168,45.7092819614711,3.63,NA,NA,504,79.4,NA,27.3,551,NA,NA,0.39,NA,2300,NA,708,1170,NA,NA,457,338,4950,NA,1640,49.8,2610,NA,2240,34.7,2.79,2050,549,NA,774,1140,4000,2460,227,6220,2960,9050,10900,7410,5040,860,1650,312,716,5310,1150,3800,69400,NA,8.7,1960,54400,863,1810,1410,316,11.4,NA,2880,1000,23.8,1690,NA,3470,1830,0.508,NA,1330,220,332,206,NA,237,64.3,230,9.45,2420,NA,31,633,486,383,2650,68.3,544,NA,13200,3450,66.4,535,921,437,1000,1060,666,37.1,86.7,1290,NA,166,431,54.1,786,722,NA,22.1,1100,NA,3.89,13.3,51.3,18.1
"22_233","21_238",0.51364771075083,9,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.503846153846154,0.12,0.495333333333333,60,50.2873563218391,54.6279491833031,3.48,NA,203,NA,22.7,0.62,1020,1070,NA,NA,269,129,NA,16000,NA,6300,NA,NA,NA,3160,4950,NA,3580,909,4000,NA,783,46.9,NA,6010,1300,NA,1170,1430,2820,2090,485,3190,2260,10500,12100,5340,3640,422,1990,282,531,7920,2060,3470,76400,NA,25.5,2520,63000,829,1100,2190,292,38.5,NA,2560,6.94,51.7,2210,NA,3750,797,34.3,NA,754,149,405,298,NA,572,117,96.8,162,1870,NA,938,254,1060,871,1600,1250,NA,NA,2770,2810,612,299,88,258,1340,454,212,239,351,605,319,245,377,28.6,445,298,20.1,NA,743,NA,1.68,24.6,26.9,10.9
